epoch,loss,loss_main,loss_int,loss_grad,loss_branch,aux_loss,importance_loss,load_loss,hit_rate_0,hit_rate_1,hit_rate_2,hit_rate_3,importance_0,importance_1,importance_2,importance_3,e_vis,e_ir,p_vis,p_ir,y_vis_mean,y_vis_std,ir_mean,ir_std
1,0.10349232020104776,0.02615867502593837,0.16393584567977457,0.055565517567912066,0.15140934950378046,0.0038604493313935772,0.10652495489320478,0.02215669197891252,0.4892360270023346,0.48963654041290283,0.5175728797912598,0.50355464220047,0.2486620396375656,0.24767833948135376,0.2508251667022705,0.2528350055217743,0.09329823333499472,0.08825287158183959,0.5152222162463657,0.48477778421873663,0.3118432682781231,0.20662593414016417,0.25092084711196183,0.18868629488588667
2,0.06119174775661899,0.026749021744876565,0.05043919496059346,0.025528848087940575,0.04316408195424409,0.003438317427455139,0.0929957724926199,0.021614810849326392,0.49424251914024353,0.4885351061820984,0.509462296962738,0.5077601075172424,0.25107231736183167,0.24609285593032837,0.25016915798187256,0.25266575813293457,0.1317018943280876,0.1257549042031974,0.5115005566793329,0.48849944299867315,0.31211728923747234,0.2060937334259017,0.2524391428476908,0.18979473422770024
3,0.05822189988306805,0.027849079632968392,0.04264436247741797,0.02207370717659825,0.04110276050606266,0.003623649206416098,0.09870143657982615,0.02208687285912231,0.48212677240371704,0.4969460368156433,0.516571581363678,0.5043556690216064,0.24711301922798157,0.24857696890830994,0.253670334815979,0.2506396174430847,0.12975184136435908,0.12396150680721736,0.5113155884044368,0.48868441152400904,0.31080149675832364,0.20540182429308795,0.2512688543491003,0.1904518245970931
4,0.056002873571819906,0.028500125065919948,0.042585472350477244,0.01927290383127092,0.04199226197002887,0.003551374853336105,0.0970321674472043,0.02134699663393298,0.4868328869342804,0.49203965067863464,0.5153700113296509,0.5057575106620789,0.24787825345993042,0.24765445291996002,0.2526305019855499,0.25183701515197754,0.12795934853862886,0.12223245756251185,0.5113969778671127,0.48860302263376665,0.3099524989491608,0.20472459492384315,0.2544966097138509,0.18915952459460691
5,0.053944883476786255,0.029310707887243322,0.043608133297632724,0.016360509379835082,0.03859502355940416,0.003526902669085646,0.09441988321871185,0.023143541579479118,0.48863524198532104,0.4901371896266937,0.5080605149269104,0.513167142868042,0.24990840256214142,0.24620644748210907,0.24928997457027435,0.2545951008796692,0.13089013685520384,0.12447523252338637,0.5127287941391157,0.4872712057893302,0.31334485455292044,0.20800911386509618,0.25278381347692025,0.18988566526344844
6,0.051966370636818644,0.02954696012730179,0.042683406444523585,0.014380254513290034,0.03649212982134373,0.0034058940535246886,0.09112613905407936,0.0224036650158049,0.4885351061820984,0.4906378388404846,0.5110644102096558,0.509762704372406,0.24912670254707336,0.24793457984924316,0.25122666358947754,0.25171223282814026,0.13225478326537315,0.12633443339353279,0.5116175556240105,0.4883824448768689,0.3127144466893298,0.20572247224695542,0.2511601890979552,0.18920737510325672
7,0.052139652604494345,0.030434728792386682,0.043775996441493374,0.013545381050056019,0.03563435276409014,0.003425599624162304,0.09203517524432447,0.02215148159861788,0.48352858424186707,0.4996495544910431,0.5144688487052917,0.5023530721664429,0.24819578230381012,0.25102731585502625,0.2523379921913147,0.24843859672546387,0.1367101598115099,0.1315904994096075,0.5098102402572586,0.49018976024362076,0.31194116498957447,0.20628466925808506,0.25209922959753017,0.1892926644484679
8,0.05121587466399352,0.030543167836123368,0.04309598194146786,0.012599852265363016,0.03469115594515995,0.003416344910300311,0.09054079781355108,0.023337368114369542,0.4825272858142853,0.500450611114502,0.5073595643043518,0.5096625685691833,0.24760746955871582,0.2509489953517914,0.2512134611606598,0.2502301037311554,0.13985232555386828,0.13424040408445007,0.5106151189838423,0.48938488051527834,0.3107099560987191,0.20568881589038318,0.2527108618727967,0.18906781099745634
9,0.05039922788958339,0.030200058608880493,0.042105894767213055,0.012169923364170263,0.03409927489519978,0.003477663730532082,0.09284527850544722,0.02307684824070787,0.48693302273750305,0.49994993209838867,0.506057858467102,0.5070592164993286,0.2491740584373474,0.2505694627761841,0.24972672760486603,0.25053003430366516,0.14054695757425703,0.13378051708654767,0.5126601425396438,0.48733985717413947,0.3147964135331123,0.20734041401532805,0.2533985581718573,0.18934748057021097
10,0.051023548227452004,0.030932441849087108,0.0437125320381978,0.011887171366648908,0.03332738824510703,0.0034994079906726537,0.09334395607419944,0.02330297942702085,0.4851306676864624,0.4962451159954071,0.5030539631843567,0.5155702829360962,0.24839618802070618,0.2486947625875473,0.24976837635040283,0.25314074754714966,0.14327115349086966,0.13839706833980808,0.5090159662917596,0.49098403435222815,0.31021020760914,0.20363887025564373,0.2545335427606378,0.1899871828229058
