epoch,loss,loss_main,loss_int,loss_grad,loss_branch,loss_route,g_mean,g_std,mask_mean,mask_std,e_base_l1,res_vis,res_ir,cap_l1,vis_u_l1,ir_u_l1,diff_l1,e_vis,e_ir,p_vis,p_ir,y_vis_mean,y_vis_std,ir_mean,ir_std,health
12,0.05823119214567102,0.027461601952303287,0.02582223709037646,0.00990850039162994,0.03364272317250951,0.35884876930270015,0.6790421585432764,0.3056539992074005,0.6795775122216055,0.4589442635069088,0.06807500483984706,0.13455610023755557,0.07035913484982725,0.19111638737111247,0.11808145652655937,0.1098292827928195,0.21828512525429675,0.1968776370976724,0.21500944742420855,0.4791369992000859,0.5208630000128179,0.3149186749847568,0.20684095457786558,0.2521555757000237,0.1903504425791704,OK
13,0.056861255832222186,0.026701753634829767,0.02554236186806913,0.009555707865932427,0.03270399390685172,0.3544503586704419,0.6818565082292454,0.30570646744816243,0.6823308355167133,0.4579782326753829,0.06674701040711294,0.13100189610975846,0.06718450127502663,0.183673972843074,0.11507472645442168,0.10733308245082433,0.21267101662356455,0.19096352125988716,0.20661619876255366,0.4814853244612054,0.5185146756103488,0.31325687791834644,0.20705568670582514,0.2505384096596278,0.18957084785847245,OK
14,0.05876094447214063,0.028337653816900118,0.026404422343935537,0.009756981695377203,0.03235390244581762,0.35404654653991113,0.6762304172223929,0.30997148363673244,0.6764914441008528,0.46043659773479706,0.06650474076332594,0.1280109492473814,0.06869355980910602,0.18257758007043837,0.11473630025249426,0.10818681380256456,0.21268284730479067,0.18829100875078844,0.20795897153817736,0.47645164791847905,0.5235483508293225,0.31427571184638026,0.2070819760928778,0.2536915872348886,0.1914992485673917,OK
15,0.057773900056193,0.02790133387302043,0.025499270180193316,0.009301791450853985,0.03126186704193773,0.35416457269872936,0.6745185623077355,0.31043105927549774,0.674782648414266,0.46077793611197915,0.06534601827146483,0.12326614665133613,0.06624742758003067,0.1749100051686114,0.11129897408017449,0.10541081574319505,0.20632560955447737,0.1815308864180352,0.19934415287759696,0.4777872004285723,0.5222127992852109,0.31136559733465796,0.20581114237584702,0.2527605998648458,0.18967264638442238,OK
16,0.05678318930165965,0.027339968138283828,0.025232007231737744,0.009058238259244974,0.030430944929389105,0.3511494480225505,0.6778478911515473,0.309354277173368,0.6782554973001812,0.459391732175811,0.06390840587030654,0.12167561254581484,0.06381147385363568,0.17039207981771926,0.10915360301017475,0.10370552470954526,0.20219651252782644,0.178218607427407,0.1942299856823318,0.4794787775997927,0.5205212225433157,0.3124543513391628,0.20542270165173804,0.25213790834307814,0.18937590605571492,OK
17,0.05694430139886231,0.027561156271474988,0.02559540961507936,0.008927569156098946,0.029954053018810083,0.3519298807233751,0.6778064664600849,0.31031040634427753,0.6780511154418661,0.45882816811283383,0.06336564019250841,0.1203371069001622,0.0635608272495068,0.16834892779767585,0.10824584970776202,0.10369605650635613,0.2006738212894277,0.17647417333303522,0.1930500329578338,0.47883405465753426,0.5211659457360138,0.31286954445069004,0.2069764137446952,0.2531950931732251,0.1906344959644281,OK
18,0.056023515883882366,0.027350101419830738,0.0256674576971103,0.008581610482034027,0.028912077755147383,0.34471874261031205,0.6821207340453423,0.3118619910057853,0.6825673317923552,0.4579012486614099,0.06230905933790848,0.11916085547294651,0.06067426582420466,0.16397432685971688,0.105924052958872,0.10183348217789008,0.19606564284301176,0.17373336595790584,0.1872065702334744,0.48233678110507355,0.517663219109589,0.3126852590711463,0.20638840338763068,0.25095623114458226,0.18937787022732314,OK
19,0.05678440370157558,0.02781993841209045,0.025344549021979912,0.008670770249856102,0.0286407930617716,0.34945663688134176,0.6736176460802483,0.3138831987851808,0.6741582458259678,0.4607155746629401,0.061470256315595675,0.11433430523628375,0.06129074965168734,0.15973093412539252,0.1044779655580618,0.1012466386908672,0.19362365194156964,0.1686392173188932,0.1839850006126413,0.47940497413402844,0.5205950254724234,0.31270875657449104,0.2069663361412566,0.25295981061773426,0.1883473589855368,OK
20,0.05595580580122188,0.027471639089049305,0.025586785419898873,0.008425863876453592,0.027706165029918874,0.3444512453542895,0.6723869499109801,0.3169365962620686,0.6725900643656091,0.4615413329037441,0.06113874773178495,0.11449628929291167,0.06195530889607241,0.15979295529845525,0.10488085576645037,0.10205732599026014,0.1944286175528351,0.16914703446526488,0.1853908692516771,0.4780177405687655,0.5219822589661323,0.3111604770012692,0.2071796177672882,0.2562530712455976,0.19138041474953704,OK
21,0.056777570644865376,0.028066714329472862,0.025497902540259715,0.008617885336156886,0.027338460425422543,0.34539591443209516,0.6740116517082984,0.3165488628959026,0.6742877980240253,0.4608483535258853,0.06017795184991655,0.11243742266569247,0.06018989682108128,0.15596161002800818,0.10350709612451109,0.10127136825906988,0.19183473385611072,0.1657485061583399,0.18109004745105592,0.4788790567009961,0.5211209422972451,0.31328666632344315,0.20665960139980694,0.25355540657816245,0.19049475973501068,OK
22,0.0558521985372647,0.02787221433529977,0.025024585775798466,0.008269545022903585,0.026510938003632415,0.33885741820570087,0.6815199355761401,0.3157698860367378,0.6817774623095775,0.45749746236194366,0.05958824923613063,0.11346619153598778,0.05747663860722464,0.15353571577947966,0.10284514903199343,0.10032769870393131,0.18995355969431305,0.1653903801562119,0.17696109691373155,0.48392153684260036,0.5160784633362852,0.3125467001497388,0.20607530161970947,0.25222490218077814,0.1920604357073287,OK
23,0.05536664802344048,0.027470715099102667,0.025442827814946226,0.008101875207857604,0.025852753952959506,0.33982494172929717,0.6786510126144231,0.3154432528516969,0.6790838842990161,0.4580669273205307,0.058898476076548266,0.11083400271394674,0.05723376029997277,0.15042562179025912,0.10164520210650216,0.09968351625523218,0.1877224937278111,0.16223183352084292,0.17395699701282014,0.4835843034222776,0.5164156957548491,0.3144652971915123,0.2075405372452049,0.2522871068366865,0.18950672412798758,OK
24,0.054980833054322296,0.02743875621488186,0.024871142184203054,0.007904365814725856,0.025321460487757054,0.33794763782659787,0.6774306358838854,0.3182649248573674,0.677669505934183,0.4594509860976976,0.05775700782348557,0.10872510613120046,0.05621034674914408,0.1474670662062795,0.10033224576733121,0.09863890354193988,0.1849122092682345,0.15944618779141792,0.17083906985166408,0.4834774005599096,0.5165225992254278,0.3134698589988688,0.20596662272854585,0.252640882683616,0.18973142115258368,OK
25,0.055306477476658226,0.027764532285197978,0.024697513831611655,0.007909431547655457,0.024686892525855306,0.3383178586790971,0.6763023462902312,0.3196411228337351,0.6766026574595063,0.4601662363611063,0.05734453441089943,0.10810802254875024,0.056534007619865156,0.14684707003266587,0.10026571714506001,0.0994404442921406,0.18531007658676799,0.1589031076731802,0.17137203898643102,0.48196778524251116,0.5180322141492781,0.3116451332978412,0.20561245050715082,0.25219466051563066,0.19161666054971793,OK
26,0.05471443830534261,0.027452563925110706,0.024717580818874138,0.007833671234246222,0.024188380536376213,0.3342912178687832,0.6773004230259418,0.3209597544581378,0.6775247177012972,0.45976966966529426,0.05721279956838664,0.10809111422529312,0.05638077708647675,0.14639266097352427,0.10008776606488771,0.09990352378780244,0.1851751999336989,0.15865574076789624,0.17161251758398557,0.48111365211396373,0.5188863477071508,0.3123072925485483,0.20639376018513866,0.25389068961000383,0.1918349603966934,OK
27,0.05509246290758663,0.027873693833447375,0.024853012526222244,0.007866845042182028,0.023934153449751822,0.3325456182996766,0.6808700884590629,0.3204666130504116,0.6810677439010158,0.45801597826478,0.05705265885963589,0.10714785624541441,0.05495822322772903,0.14393408750357176,0.09919225217020955,0.09955944636968576,0.1836091144030549,0.15646717049816505,0.16886396101471327,0.48180968714218325,0.5181903124284916,0.3139501919015115,0.2079189376724439,0.2525424339136585,0.19059007052256136,OK
28,0.055227146480603666,0.028135390976826255,0.02505213340927734,0.007808801756628386,0.0233542716805907,0.33088394486102735,0.6774419303200826,0.3217238860041583,0.6777128754328995,0.4592480420851622,0.05637999579739742,0.10561145646642951,0.05527950648893686,0.14236038626313638,0.09836349000378387,0.09930607265963846,0.18226624298997285,0.15486920319077205,0.1680606354434951,0.480291872107539,0.5197081289657739,0.3134326496187235,0.20694784685021259,0.2527898079654177,0.1897590188365452,OK
29,0.05471582419159604,0.02797092833988914,0.024385547260379267,0.007489936606005943,0.02319232489587236,0.33168961807173125,0.6796863792824144,0.32221679523640895,0.6798523600433483,0.4591269188997697,0.05604750713130005,0.10442328987931576,0.05386873616055459,0.1399392318897316,0.09765909873351616,0.09920415512117303,0.18120945578648978,0.15262943763835948,0.16524987464763966,0.48082488313728733,0.5191751166838272,0.3120559751450801,0.20639616341328992,0.2519864200883839,0.1899355286900021,OK
30,0.054808370335226585,0.02802228642010442,0.024404091777845697,0.007694094968425269,0.02276866771683258,0.3284778538621774,0.6813363025383073,0.32095570127073886,0.681584997909839,0.4575287106157351,0.055660568401306905,0.10331639380944448,0.053173465202568104,0.13787401824438272,0.09668105991841221,0.098867420066877,0.17955224405602963,0.15062249266729205,0.16328970106745683,0.480608237533867,0.5193917623230246,0.3138695367101003,0.20665547202507845,0.2531567271016225,0.19029293342584036,OK
31,0.05465996242156263,0.02794516922644421,0.02439511248155409,0.007738816705034846,0.022293831519156444,0.3262705317958921,0.679530738424711,0.32488373977368046,0.679716000286471,0.4595202147817554,0.05535357967824066,0.1033478880173662,0.053686660152076245,0.1381638363397279,0.09680340050005254,0.09960759779056008,0.18013533032169435,0.15123308390056958,0.16448356474147124,0.4798105974443534,0.5201894024840924,0.3145924674935129,0.20652691561098144,0.2520268649614158,0.18839384015260482,OK
32,0.05428907196713882,0.027830305387403498,0.02464621173752313,0.007482920858018449,0.022158707769326016,0.32579273951440013,0.6788534758543195,0.3249177446170729,0.678892038163303,0.45943235839400687,0.05512271364446448,0.10185093325333579,0.05332667545481425,0.13629417837846752,0.09597735266153122,0.09930030192111006,0.17870157674437956,0.14916029357824293,0.16313274831724625,0.4783424669597186,0.5216575323605165,0.3131555606301378,0.2063859793908742,0.2520063636737282,0.19124434657600603,OK
33,0.05384727803115942,0.02735552519262463,0.023273212758048313,0.007513269652094858,0.02168736566810691,0.3286857583156439,0.6762292722479349,0.3249856550045231,0.6763674366016205,0.4598794846045298,0.05475651966083665,0.09964255718927996,0.053236788843108826,0.1342557630225533,0.0946622463423951,0.09866566508829522,0.17684760165600932,0.14638573289955079,0.16140984594464158,0.47621042051521384,0.5237895789839068,0.30840798226796706,0.20481744807522123,0.25253069075215767,0.19033234575394392,OK
34,0.05380007146554692,0.02758997576456575,0.02407954878812166,0.007355905674892116,0.021552560030340718,0.3246141832952454,0.6801680486027648,0.3247540777399331,0.680253484812962,0.4586835752586786,0.05463210548333475,0.1003743221475726,0.05267086464102243,0.13400449461582042,0.09504521430647817,0.09969275690713564,0.17779355548939355,0.14665060838302071,0.1615299245371681,0.47654859895179535,0.5234514009766504,0.3110700184199847,0.20568198384213993,0.25125556864014337,0.18913444899031523,OK
35,0.054512355856749475,0.02821395335672032,0.024616535782080597,0.007534786092010097,0.02128331728127538,0.3217825866511174,0.6775234701539001,0.3278444524572677,0.6778426104877032,0.45911865650104877,0.05431929077295696,0.09878464085625716,0.05300851183242443,0.1328538314563458,0.0944331507830202,0.09936134213981937,0.17664502083468123,0.14497798937959833,0.16107362203774045,0.4745648781649348,0.52543512140574,0.3128732292502582,0.20693715493611786,0.2516905681497338,0.18832649431881213,OK
36,0.05329430735885811,0.027644902411825947,0.023617694594887266,0.007126585350093507,0.021017553350728312,0.31901748682342085,0.6814319441656248,0.3263835919504406,0.6814566655319279,0.4577702750750378,0.05414590093733168,0.09902307095558417,0.05141916798622239,0.1312775616170693,0.09405124998715172,0.09904084351061343,0.17578326773886777,0.144319095415156,0.15878320717010178,0.47650180365286526,0.5234981962040264,0.3129911921462234,0.20585732457159805,0.2528814503840324,0.1906965613579836,OK
37,0.05338174488176318,0.027439329669769464,0.02317411634939111,0.007329507641458497,0.020768215546623715,0.32175627121833766,0.6751540452063012,0.3296657105167659,0.6752647702075711,0.4607214963450438,0.05407062286929208,0.09736601863445497,0.05286572184100622,0.13110436652960325,0.09361755699455952,0.09965046310947151,0.17568893065186394,0.14331623263397708,0.1600544216627834,0.4729378200521847,0.5270621794469359,0.31260782728890696,0.20758194108756364,0.25318309998347693,0.18856630347320297,OK
38,0.05343660187660432,0.027646045603019063,0.024359724770600843,0.007202885039586748,0.02063597384773168,0.3189067743262466,0.6753225100426828,0.33098944803389035,0.6754428637342579,0.46099418348052495,0.05371358707582965,0.0947351686719085,0.05209515712448672,0.12843555984806185,0.09203242807507085,0.09855278402495356,0.17277843182255812,0.13942955316257935,0.15771924844738386,0.46964275733190997,0.5303572434909632,0.31044242152718365,0.20494044942407905,0.2525742801637495,0.1918123543244593,OK
39,0.052911632628339964,0.02775318555238725,0.023938270485853733,0.006955478261006909,0.020317832427267053,0.3121192595716857,0.6807731315225255,0.3321068672930636,0.6807700866768484,0.4587261891093145,0.05341105369262907,0.09646562299951643,0.05129381481643055,0.12855751087077383,0.09252594609041603,0.09927406483122997,0.1737611483947999,0.1409476878834801,0.15778855179824464,0.47243812100655463,0.5275618792438851,0.31378865560420566,0.20691381740559336,0.2520336468412238,0.18843459729708972,OK
40,0.05361599242146991,0.027905170160646486,0.024187905293534928,0.007434610087907507,0.02022942060231268,0.3131025397584361,0.6814898493982592,0.33093702642857525,0.6816168231408851,0.4579632845030827,0.05324298351788435,0.09573512377233065,0.051087379238667754,0.12758911155065855,0.09179479502687077,0.09936353434570411,0.17288119588293233,0.13964202049292293,0.15739254370814756,0.47076287486401497,0.5292371258157499,0.31293412354313027,0.2057326559026559,0.25283655185265846,0.189746440118816,OK
41,0.053318018851732436,0.027754348118555826,0.023878457379110363,0.0072068261781468145,0.020006759035191973,0.3153786178933186,0.6772966495796698,0.33245009046141843,0.6773833007801051,0.460327751174265,0.05281142040300055,0.09307508009607766,0.05117497484603313,0.12545237224213646,0.09055693985140767,0.09867516792371493,0.17086491706062193,0.13665504499572237,0.156073962118016,0.46731371546135086,0.5326862838231072,0.31351761879468737,0.20557358194621098,0.25197228437819547,0.18893164792517367,OK
42,0.05371885169140932,0.028323818005997092,0.024620844229009328,0.00718206685206362,0.020042053200215064,0.31100923373919576,0.6744993095423709,0.33517833596088736,0.6744638879616864,0.460666365161234,0.05272118712798888,0.09251470344156779,0.05210356079355007,0.12552690719749604,0.09078212212077996,0.09956854379692284,0.17174091058618882,0.13629929653378953,0.15712817430961318,0.4650204656791,0.5349795343209,0.31278312236678846,0.2054652873994637,0.2528809417857557,0.18935781396200962,OK
43,0.05322729191985451,0.028003778935847233,0.024166721924423887,0.007037209521024292,0.019763607747566584,0.31143989761908947,0.6767410119684661,0.3345674791005479,0.6768087944706805,0.4599774994340693,0.05246326046473697,0.09215943827903142,0.05140002102156182,0.12453387255499772,0.09029573778144452,0.09946506147553512,0.17093755283347126,0.13537607303544397,0.15631098758165432,0.4645882266051486,0.5354117740388392,0.3116208930082825,0.20517321165297783,0.25446346611464293,0.19096691145294425,OK
44,0.05268988463835341,0.027617688519971855,0.023774935695088924,0.006948174175047199,0.0195971520445427,0.31101113255499074,0.6784913026127352,0.33382651798364493,0.6785998116163503,0.45945199966287553,0.05241512841268891,0.09146436050283809,0.05075203551992434,0.12305098261330881,0.08957151073117216,0.09927948682355422,0.1700711736337048,0.13398208870750372,0.15506541977624216,0.46404224083203227,0.5359577589533051,0.31146844541754615,0.20584255307555055,0.2522484717391977,0.1891173049718106,OK
45,0.05236302080954395,0.027435107948202617,0.023231607242984897,0.00691010190776604,0.019420051534681404,0.31000898678262695,0.6790515634836126,0.33469675243401725,0.6790333833514142,0.45941238139285334,0.052262268231517556,0.09092257540373384,0.04989771523690667,0.12167138991808119,0.08902752756321129,0.09883043036705592,0.1690753137006336,0.13303569914484653,0.15311434314924988,0.46524656330551706,0.534753436014718,0.3116397623504911,0.2062927085866018,0.24996603610349588,0.19091681559153106,OK
46,0.052608589452802064,0.02760276390353636,0.023555086514189177,0.006973321815966075,0.019379879379284985,0.3096639204855297,0.678467375819995,0.3344280437475779,0.6785166814189856,0.45957566742278805,0.05219616003039361,0.0906359707133896,0.050215000890436866,0.12160433432599362,0.08894358550300117,0.09931272472224745,0.16920253954657843,0.13273151256457097,0.15382592102774337,0.46348201062212757,0.5365179890201014,0.312413405586763,0.2074671452518414,0.2529883209307368,0.19023849275790486,OK
47,0.052655805521706144,0.02802727811624344,0.024659370226474728,0.006883634040512296,0.019239633770084898,0.30173119498329576,0.6807838006823862,0.33674392052272073,0.6807810277784285,0.4580034140636082,0.051914117742879906,0.0907396254982768,0.05001773846661057,0.12117779052772729,0.08871527314901638,0.0996372391875623,0.16915899348788474,0.1324207381415768,0.15366074984886494,0.4634598950807359,0.5365401045614931,0.3128156834075145,0.20669912868866971,0.25267346855364786,0.1898992830733148,OK
48,0.05271256893050341,0.027949212133517715,0.02415588125139296,0.006885412923370053,0.01931217966974676,0.3053846729545891,0.6792277456546316,0.33606808490398266,0.6792955576371746,0.45902275559710426,0.05155419935735048,0.0893518799761621,0.04946622500556106,0.11941728943071159,0.08753270453729836,0.09887256629827644,0.1671897523543414,0.13071475746859165,0.15178066515335803,0.4628961625791827,0.5371038374923716,0.31214095294332445,0.20515800238836285,0.25310035786923524,0.1897596552574477,OK
49,0.05227034741572115,0.027538725806652856,0.02395421668321413,0.006943005404914735,0.019093023452098346,0.30404527880707566,0.6785375687326132,0.33726374542011933,0.678514821009905,0.4589611509767901,0.05146079099908167,0.08869482720402681,0.049425766371762984,0.11858342303519918,0.08762746188892465,0.09907066817579865,0.1674406759056295,0.1298358853714091,0.1513449161046264,0.4619545992754516,0.5380454006172171,0.31182299706400657,0.20591268313675223,0.25357723329998866,0.19074542662139987,OK
50,0.05185175131188006,0.02740974212512553,0.023005794631462604,0.006711014332350384,0.018924703957940065,0.3048233616144574,0.6775814207876716,0.3372401319632009,0.6776415420179608,0.4595525435396746,0.05162751493977756,0.08808091151810923,0.049869642437559786,0.1183588338964412,0.08724450374565491,0.09933430844602607,0.16737915480694995,0.129196850835633,0.1520293024586601,0.45972488811608553,0.5402751128498962,0.3113048297374332,0.20603304957391835,0.25341169135410246,0.19124979790555044,OK
51,0.052131290327296964,0.02763792137209536,0.0242564801142371,0.006876132188818785,0.019011126612039173,0.3000295417649405,0.6761778959778606,0.3414165501942297,0.6761334511269184,0.46058394925362495,0.051534672302394065,0.08841664524746685,0.05008456784569952,0.11867842460129441,0.087418141735702,0.09999605243196007,0.16805037353433766,0.1300878169513693,0.15228192921446151,0.46094131079756195,0.5390586883080106,0.3142699366178261,0.20823493909363558,0.25207105647472916,0.18998318369470152,OK
52,0.05255993558954792,0.02788258639096069,0.024129152415367235,0.0071151112301313145,0.018812201821020526,0.2992240087646826,0.6799868756339472,0.33923918817366727,0.6800658040258493,0.4585252869672993,0.05110306071401501,0.0880151961047967,0.04899669199229396,0.11718659610951505,0.08665130039652427,0.09934878132852758,0.1667960470392495,0.12857217114476882,0.15054901027414694,0.4608878326229975,0.5391121676989964,0.31200059053419876,0.20603353595461738,0.2520103122310049,0.18900400572786238,OK
53,0.05179903159166227,0.027561544554726203,0.0234582047380668,0.006788528380392282,0.018693641959583344,0.29832402984348955,0.6807647295573465,0.33890983355002385,0.6807772807356547,0.4579725527033514,0.051185150191384636,0.08805494943336278,0.048807680852809586,0.11683869047038982,0.08652548041163373,0.09941992260256306,0.1666177474812013,0.1285060691822763,0.1502374692373917,0.46128168773679745,0.5387183129429675,0.31256623415886853,0.20569810934033858,0.2518583662620112,0.19052936583041857,OK
54,0.05198611603045807,0.027803685904076905,0.023716180341593285,0.006821468701118789,0.018604756047835156,0.2960659117758775,0.6800791699560035,0.34090423541051856,0.6800625717439571,0.45876309769351087,0.051225100920087294,0.08785255186232914,0.04875329014200087,0.11643306089907277,0.08631912389007651,0.09938233688312705,0.16651739099589574,0.1283199072850137,0.1498274365607716,0.4615240950329679,0.5384759053605802,0.31149859012675885,0.206041622473126,0.2516272022407882,0.18990936900387292,OK
55,0.05198840437834861,0.02792821615478214,0.024000367566178432,0.0067985423598527946,0.01857213801307445,0.29351774791852625,0.6815527322984972,0.34133600213733756,0.6816110675718461,0.45796031217758254,0.05089861877253648,0.0874068963409615,0.04815531959075208,0.1154506746567741,0.08584525592687751,0.09914571697972402,0.16571493301929688,0.127469607207383,0.14881763820137298,0.46152811104796226,0.5384718895244713,0.31292649990871174,0.206185956372648,0.2519495519949179,0.18938435937891773,OK
56,0.0514271849093317,0.027435602364773187,0.02325888756620122,0.006673075267676116,0.01852192751625005,0.29614798014475946,0.679444987376054,0.34186558547068613,0.6795363544988461,0.45892163731900154,0.050978064063001795,0.08660741256816047,0.04826761528599162,0.11462962344771817,0.08569134227117571,0.0990706807514485,0.16554986829517268,0.12666528807932875,0.14822247823854598,0.4610213834483798,0.5389786156571927,0.3126815403101682,0.2058852158782004,0.2535473169559906,0.19076195357441186,OK
57,0.051831351022939294,0.02786751198476138,0.023256047813155847,0.006734005738321428,0.018279937951236357,0.294428578230227,0.6767835240690362,0.3436265456146982,0.6767629681228876,0.4599057932575496,0.050626927698288214,0.08580435949767909,0.04878819567941818,0.11429657233433993,0.08533619327240345,0.0990273865366898,0.16526558973780628,0.12608596896316682,0.14852133730486805,0.45944511579150626,0.5405548853175838,0.3122147468029379,0.2059750101235019,0.25234992837920195,0.19035909048506336,OK
58,0.05207754854260444,0.028074580960261938,0.023854023319672422,0.006787365391886248,0.018322730857302016,0.2929394442458399,0.6779090277000922,0.342685713326516,0.6779083193135577,0.45885137313840485,0.05053507238358152,0.08639235276223517,0.048311762503903954,0.11370944497393531,0.08511536246409365,0.09898624308004814,0.1650930346847296,0.1266329284636628,0.14739136606240186,0.4624153954499051,0.537584604621649,0.3091130251644038,0.20483304631738675,0.24960528577969712,0.18890317422108632,OK
59,0.052114423619312684,0.028332305771364672,0.023852417719553785,0.00673304036447481,0.018351516428113987,0.2896064061756466,0.6786050407969508,0.3448566940544891,0.6786264092409883,0.45908788816124596,0.050628125274023945,0.08730922534721954,0.048629702443406794,0.11481080713177644,0.08579794990987766,0.10009253638632157,0.166767624174418,0.12782227552058745,0.14897342987743173,0.46185788261790234,0.5381421177040915,0.31348912199648343,0.20627485661983203,0.25096682483265526,0.1898939085303664,OK
