epoch,loss,loss_main,loss_int,loss_grad,loss_branch,loss_route,g_mean,g_std,mask_mean,mask_std,e_base_l1,res_vis,res_ir,cap_l1,vis_u_l1,ir_u_l1,e_vis,e_ir,p_vis,p_ir,y_vis_mean,y_vis_std,ir_mean,ir_std,health
11,0.05838009715080261,0.027444236397537507,0.026278667246960864,0.009895890808607243,0.034188586491800725,0.3614043428832028,0.6789806339563299,0.30184490971562383,0.6793187900680024,0.459011376905842,0.077755008836468,0.09669810344352156,0.0648422329066073,0.1507834256017337,0.09682570907677493,0.1385007044758831,0.1415889563322926,0.19999494452794203,0.4143424290640443,0.5856575708286245,0.3114880187814834,0.20530903097890577,0.2536926428560449,0.18971170396471368,OK
12,0.05780171877553626,0.027300276512353897,0.02599223862242262,0.009603739315576825,0.03346249134037174,0.35927707656305663,0.6797677894242529,0.3024953899084448,0.6797829407746909,0.4579103860963865,0.07649222581612677,0.0958177873245379,0.0642716640881559,0.14861105491562623,0.09593376690814762,0.13865307830318827,0.14009013743389126,0.19854846857890648,0.41354659010096045,0.5864534101137021,0.3156149851746347,0.20781852787926275,0.2521212417878309,0.1890650175216676,OK
13,0.058540920625213815,0.027947730772724957,0.026709077565059833,0.009539820326521259,0.03293844784687118,0.3610615369115843,0.6744715420424151,0.3060518455605547,0.674951743178007,0.46034823291871296,0.07479314054368066,0.09107155254891082,0.06328166505301736,0.1429239974177184,0.09309718341064625,0.13529988142157517,0.13421791342913317,0.1925325867186646,0.41059160493716756,0.5894083948123927,0.3123405544626183,0.20581292344921348,0.2562575551176987,0.19112996232896007,OK
14,0.05688762081628229,0.027201604170753818,0.025696401924257126,0.009166008379144901,0.03200846623141869,0.3526056642148818,0.6818181390092581,0.30775335162770706,0.682155095586399,0.45802652424409324,0.07335468783688431,0.08915345144032144,0.06072819892357306,0.1387658317585667,0.09077597635776914,0.13351504375883083,0.130036001463755,0.188986944926887,0.40739916023515427,0.592600839478629,0.3098338087852977,0.20469241685011522,0.2515775899068505,0.18960899078831667,OK
15,0.05684591895740788,0.02758447984669532,0.025412670844251296,0.008998206371636022,0.031587976917606585,0.3481217110428919,0.6770374955249434,0.3122192252726973,0.6771719481120734,0.4600674092483406,0.07288878968730121,0.08743607785467769,0.06163525129450398,0.13728077576405145,0.08997735331038467,0.13399876914426487,0.12840883542938966,0.1889524520123277,0.4043971986329856,0.5956028006514724,0.30816357692822116,0.20454260398324084,0.2514181198442684,0.18989315393771014,OK
16,0.0565425957075688,0.027281976435758342,0.025640776210396336,0.008856964581852861,0.031067010878371736,0.35057813218947936,0.681280753334888,0.3088640418051242,0.6813887672192481,0.4582935210679616,0.07175606529877968,0.08580416095267539,0.05903198972729002,0.13294247408159354,0.08772455923268202,0.13141034408455707,0.12523015085853734,0.18335926545267345,0.4055928783972009,0.5944071210303655,0.31224998719051106,0.20691703481315707,0.2525524485046838,0.18841447987977197,OK
17,0.05635422988742196,0.027384612886492264,0.025831946425613952,0.008832415274320906,0.030640557915920397,0.3449520218272169,0.6800021100945833,0.31227979296538866,0.68027601422382,0.45804900653651354,0.0710398169169549,0.08558703667852056,0.05959974842018583,0.13225977631712876,0.08719130682379973,0.1327083817675334,0.1250492469245503,0.18439787649521594,0.4038198988119952,0.5961800995422583,0.3113731841186659,0.20464402519497407,0.253311601220345,0.19066896071346726,OK
18,0.056694310142838655,0.027826700968352578,0.024935154740710935,0.008719963932494853,0.03001919005508898,0.3470787512404578,0.6795103769628655,0.31178634421450463,0.6795178599217359,0.4585664595733313,0.07076122047377377,0.08387659392615898,0.0586861031284245,0.12934526666945198,0.08609273686271612,0.13159637211286435,0.12266966126331476,0.18131387908132424,0.4032857787637722,0.5967142214866675,0.31254008983005854,0.20719144123942912,0.25273596698424966,0.1915295744160501,OK
19,0.05563705977128477,0.026936188972994487,0.025378221476569075,0.008639053169342758,0.029507749124753232,0.344578353368363,0.6803263290947368,0.3123768143901447,0.6805002672546336,0.45830033123850966,0.06990024526150716,0.08347433218274082,0.05810314134469911,0.12773289781014602,0.08499247012805251,0.13118704502322093,0.12184052972518811,0.1800989889833821,0.40313371683226057,0.5968662834539562,0.3146293432343335,0.2084498650976876,0.2515381582680584,0.18961125044297486,OK
20,0.055671950862580845,0.02769076479051043,0.024768107254863107,0.008275269589410359,0.02877688382630374,0.33882672800307945,0.6791772386607002,0.31692459195458733,0.6793839649564507,0.45895580627194116,0.06984106175342099,0.08338596307787718,0.05865867245642721,0.12735115610608677,0.08509557798844712,0.1327291970797518,0.12205555046699484,0.18113207391330174,0.4022657635833035,0.5977342350571668,0.3125757718501257,0.20590248473194322,0.2538474685146886,0.1898017968593382,OK
21,0.05578030771067163,0.02757586196952668,0.024945546455887042,0.008291182718111152,0.028306214040478454,0.3427129165321982,0.6794224462660851,0.3134643071893455,0.6795259513417069,0.4587475830266456,0.06945757569671393,0.08272738425599999,0.058235616169395855,0.1257953427705158,0.0843556244977239,0.13239020675349206,0.12105411988775842,0.17970178928338035,0.40228524178016084,0.5977147585776101,0.31453833098457357,0.2072023536924984,0.2534310181243938,0.19050322139427728,OK
22,0.055499532545099456,0.027192067466720957,0.024706680896174327,0.00840802183587189,0.02794719302729398,0.34298605753594086,0.6772173749012392,0.31626359567421825,0.6774294407499366,0.4601939850065316,0.06926436337674795,0.0831117740600836,0.058982466545407654,0.1259537645373024,0.08441109944577692,0.1335946425598781,0.12195244146173312,0.18119890504882258,0.40189553355397867,0.598104466696461,0.3129249918682664,0.20671686598984132,0.2558693117937263,0.19086545207599204,OK
23,0.05579833588188364,0.027694971871418075,0.025245317529064087,0.008389077538127999,0.027457369766494377,0.33830361184524316,0.6751296810027646,0.3188499007172802,0.6752546888296487,0.4599713112125878,0.06854664961419472,0.0821187483842204,0.05920163872523182,0.12423678541204938,0.0839497941542788,0.13338257091529085,0.12079224561979504,0.1803745226341994,0.4006807400184233,0.5993192603035706,0.3120430670007795,0.20681136866219763,0.252746584964972,0.19003700248512473,OK
24,0.05520613963792877,0.02765006001698835,0.024907862442788205,0.008058157124213365,0.02722686041025769,0.3346973476575918,0.6797715511714139,0.31730842554554933,0.6799894814946357,0.4578424022048891,0.06833199427283111,0.08213876900212819,0.05732310213940162,0.12208703402675787,0.08290571248044773,0.13228462873494068,0.11990296253028895,0.177143600182373,0.40319307801388604,0.5968069210201323,0.31393983488788413,0.20699711566587456,0.25216021064091987,0.19057820404634898,OK
25,0.05611483151225053,0.028421420918158195,0.025182866345473877,0.00814864458544191,0.026973605417564852,0.335134859434983,0.6767267005927279,0.32121323981061844,0.6768865751690653,0.460444869292455,0.06811326951468263,0.0809871900383951,0.05748773687312297,0.12085207838828967,0.08259475834014751,0.13241367914131424,0.1188748184175623,0.17629663014755387,0.40222139525957323,0.5977786048835352,0.3123221887546141,0.20619104109427222,0.25186775348373963,0.19003408396837948,OK
26,0.05544244703732762,0.028131004590049188,0.024748133070596985,0.00792769181328554,0.026277337581062373,0.33292327402662686,0.678575441652701,0.31962865678703084,0.6786548920682355,0.45851083298404965,0.06771447454072704,0.08123360854648456,0.05753267078804655,0.12053085062183252,0.0825191460827104,0.133331368673964,0.11889721712573809,0.17720942580256285,0.401125456319422,0.5988745439667947,0.3115193156205735,0.2051714599168315,0.2541159302228782,0.18932710579928516,OK
27,0.054511460472269506,0.0276363629653227,0.024052745576540965,0.007713191409954199,0.0259993536730989,0.32993275283121404,0.6823422152097343,0.3192266778213208,0.6824095623046696,0.4575759799254327,0.06799768972672335,0.08214135596803686,0.05664461701191595,0.11991730421817318,0.08234991465045624,0.13346331954753698,0.11955720893725627,0.1764575864086632,0.4034365091432615,0.5965634918584972,0.31395361924014026,0.2075863592550248,0.2517468196396925,0.18924910067116657,OK
28,0.05525248987423558,0.027928924639703704,0.02471707220214988,0.00784207314464162,0.025569247473187808,0.3350818408530156,0.6762772265101681,0.32151233624009523,0.676403273447078,0.4604378639220619,0.06735632912505145,0.07954294933509283,0.05676554085067412,0.11735558525031926,0.08136681952968794,0.13198907753857386,0.11686561139477115,0.17376338661003227,0.40153383310674046,0.598466166714374,0.31168424228087765,0.20556254280643876,0.25163862849770186,0.1903326376950612,OK
29,0.05460041670390323,0.02756673124834609,0.024683201478152464,0.007622405438597838,0.025203824390982593,0.3338184259196862,0.6781078699757072,0.31905043379169984,0.678186997538712,0.45865135089833053,0.06694875496561502,0.07975642903655374,0.05619757917529645,0.11625568965832297,0.08083759498696368,0.1317894387753213,0.11669369556215488,0.172629389943195,0.4028451830900016,0.5971548170173298,0.3128229602008593,0.2059926468015862,0.250715006478265,0.18932366229835249,OK
30,0.05369118234592111,0.027227821792302584,0.024260523238768275,0.007543514317207906,0.0247069050804997,0.3249344892290031,0.6854019268792646,0.3209169921683235,0.6855085725400771,0.45612078618888807,0.06637672935964681,0.08083573687656158,0.054899632204033315,0.11596255461458399,0.08085027119728411,0.13257767955939165,0.11715095917753526,0.17275583436366032,0.403642939920185,0.596357060437586,0.3138103877761069,0.20631306005769273,0.2520889210082045,0.18876921382843376,OK
31,0.054205864397328156,0.02770448128926475,0.023934488519601355,0.007513921129285824,0.02442076792862235,0.326996103930874,0.6814812318045123,0.32190649461846393,0.6815556276316832,0.4581667805920128,0.0666082204103756,0.08077086933797935,0.05605028886102042,0.11636551738787099,0.0811213278630916,0.13390681913205268,0.1177817706693979,0.1742453158331089,0.40283050124241665,0.5971694987218062,0.31285106872811036,0.20640471354931916,0.24966370878743382,0.18851094202799243,OK
32,0.0539823129352759,0.027610366149958657,0.02449597039182826,0.007475758700923366,0.02407092672391456,0.32411762803685623,0.6816250418199926,0.32253620137615935,0.6817251750472643,0.4577109920305937,0.06637610818426005,0.08092913061541383,0.05578757637143493,0.11562030774061563,0.08105307687767127,0.13396523413466377,0.11789421260464235,0.1733014647449766,0.4043969231851104,0.5956030763497874,0.31410727945982625,0.20725613097254397,0.25010760289495015,0.18863779373493803,OK
33,0.05375868539322539,0.027351759625699412,0.023940509734149813,0.007433188032405842,0.023441418363642292,0.326905447037137,0.6793924231274503,0.32317352429085994,0.6794431881815874,0.45880976383711825,0.06616026332147983,0.07915343401454934,0.05567215236813939,0.11375417975353308,0.0803977265900352,0.13313148130460375,0.11567876613190194,0.17198537309773687,0.40153139754503714,0.5984686017036438,0.31171007096624315,0.20586661210044377,0.25125014949209834,0.18927939815753075,OK
34,0.05339735366699218,0.027311855488281255,0.02435707523837453,0.007294402263794734,0.02335030733555162,0.3224377014628407,0.6798085225444166,0.3246750858615713,0.6799851873842608,0.45817022081039677,0.0658975589264627,0.07949957854392864,0.05552347462136849,0.11343696873550083,0.08056697759236178,0.13372228913554768,0.11608296110421097,0.17154586950198514,0.40304865646047466,0.5969513437899651,0.3129773499871216,0.2081399905313106,0.2536069926630263,0.19015046974279587,OK
35,0.05369200263203693,0.02776458490436443,0.02417726631948248,0.007343097153038126,0.022919259174969515,0.318748017766324,0.6787281688593444,0.3271605994950394,0.6787164288551725,0.4588204446245356,0.06563496880349563,0.07833611599582226,0.05545189995475176,0.11218211864258776,0.08028453355040155,0.1331940017649535,0.11464260189401573,0.17075104199323046,0.40121815066520766,0.5987818488696901,0.31268789859808366,0.20661883942541384,0.25199471203004326,0.19171403259897576,OK
36,0.05415142668547536,0.028193629443497896,0.02430155538279666,0.007370858317093492,0.02261735026871099,0.3186121918574101,0.68018995195019,0.3280022713352366,0.6801052931405488,0.45915814962278323,0.06562918749730699,0.07946675401829442,0.05560229438505754,0.11287210896020891,0.08078966482955009,0.1346629986009535,0.11605679360973019,0.17221677929413418,0.4020086332243316,0.59799136663256,0.3138860814532741,0.2075386733657458,0.2520222634363289,0.18972523472890132,OK
37,0.053921372422865745,0.028040256641921446,0.023990604657532215,0.00722254073263525,0.022413696558186775,0.3207075452389551,0.6786045057146776,0.32732145311165545,0.6787493367369721,0.45913504187514087,0.0653679452004696,0.07813315473201753,0.05533798543528384,0.11122150873007322,0.08012357110879859,0.13350303805604272,0.11433288990771498,0.17030949219792973,0.40113796560274884,0.5988620342899199,0.314698987201053,0.20819287636235695,0.2528904896108758,0.19080158491201904,OK
38,0.05342938152163112,0.027516046485283368,0.023928824033462952,0.007152560290697144,0.021873698375296263,0.32298309916780205,0.6797513694179301,0.3249147424713618,0.6797250323221177,0.4583345313890785,0.06469871485684098,0.07728102456192439,0.05482889091571411,0.10974941810532635,0.07958753841693232,0.13306212296434383,0.11291180184336842,0.16934642696580968,0.39948121718570395,0.6005187828858503,0.31114687442350214,0.20614431459470098,0.25149955520896067,0.18892907836929518,OK
39,0.05354780408621979,0.027658384158035645,0.024086555282698246,0.007233945168174652,0.02183706091665456,0.3205689655489424,0.6778961952422418,0.32677501511602414,0.6779275934736267,0.4592268629735257,0.06468892320185578,0.07781557885019862,0.055416600925161416,0.11020282536995511,0.07997827331165448,0.13432305132677289,0.11401994930667465,0.17027566872653413,0.4004723395333857,0.5995276601088434,0.3123181862991397,0.20636571500123907,0.251902801810908,0.18935675902956245,OK
40,0.05323786099328428,0.027786955981999456,0.023811754118203937,0.0070472370896327435,0.021465045413380266,0.3161568339346122,0.6805313555132441,0.32836943607227287,0.6806276349031052,0.4582678204109403,0.06482204718410181,0.0781162729551669,0.055058048041883995,0.10974395500511683,0.07994128211813957,0.13486206568196182,0.11402837486684966,0.17061779970953875,0.3999525533289182,0.600047446384865,0.3108402474337265,0.20530813427961744,0.2527536116048497,0.19100796815012397,OK
41,0.052891393725414806,0.027565143038692022,0.02376214433114837,0.0070091011651119695,0.021197089397696173,0.3145792784095526,0.6849638052275774,0.3264981742237224,0.6849056264074768,0.4566991539204679,0.06475268329839175,0.07888052288760372,0.05419484788657022,0.10940085923900696,0.07999811146189184,0.13532836271040724,0.11438244011472254,0.17023298487800653,0.40128144210412436,0.5987185571087795,0.3138350297351416,0.2067990198749311,0.2509055843516415,0.1875641185159729,OK
42,0.05270618639689605,0.027402530088886566,0.023955037504309367,0.006985211810868542,0.02107838089583444,0.31424313196901227,0.681357739889035,0.3297611705753125,0.6813233274371684,0.458477986281087,0.0645767555293702,0.07770965475978113,0.05452587856326391,0.10843933941651078,0.0796548507901944,0.1349596758546377,0.11323064700717113,0.1693707047855439,0.40006889715915966,0.5999311029839487,0.3131417771454762,0.2062667327947548,0.2516801471577114,0.1904925920274936,OK
43,0.052710329646430236,0.02734444177030873,0.023102062396562043,0.0069738810502958685,0.020954170040696822,0.3174451736628222,0.683299949153417,0.326642985461282,0.6833451615304363,0.4574260743511539,0.06435066597516081,0.07738341760037898,0.053697755300894934,0.10719118232415074,0.07922250273025909,0.13460224322160752,0.11249937601432222,0.16786464456679012,0.4006641420925937,0.5993358565836536,0.31136612499318345,0.20564157828813842,0.25055199792655575,0.18840888638098557,OK
44,0.05284062002887245,0.02767062411919719,0.024313797903697747,0.006994057414854238,0.020607750425685425,0.31076961419447846,0.678671716641979,0.3330753712880225,0.6786645441567626,0.459727375733466,0.06408952533894656,0.07585927308285509,0.05438690787429462,0.10615370839404888,0.07904181447850556,0.13423356592726737,0.11103318606605049,0.16751337931508206,0.397965675857173,0.6020343239997186,0.31298325057862614,0.20709525640843723,0.25055496111995174,0.18967187599617752,OK
45,0.052836746650458385,0.02788782275493155,0.023669009851593644,0.006980545176215479,0.020537259195800447,0.307922093217828,0.683984424136266,0.3316805630671878,0.684098917539237,0.457163722682543,0.0639297241414366,0.07733473440661293,0.05385990663557923,0.10654976068675018,0.07937466584834732,0.13548777314151178,0.11223967005761445,0.16878790808181945,0.3986619882294539,0.6013380125934193,0.31427281962580184,0.20718883844662686,0.25133311206481607,0.18897403058420423,OK
46,0.05252952706448886,0.027618317663589086,0.023829616462009078,0.006839089718617114,0.020342536840815932,0.30971464618485944,0.6794247016901014,0.33350261804364884,0.6792806355821557,0.4593068104760558,0.06377495709015113,0.07648140109744536,0.054629590706664975,0.10599837220516525,0.07918769277694847,0.13574106499355953,0.11179990941236,0.16893283135536052,0.39749614810313927,0.6025038495355722,0.31311179108980325,0.2067112065806967,0.25158861743695454,0.1879444694479688,OK
47,0.0528221972832302,0.027994901063714495,0.024262279729355497,0.006893626959001621,0.020280766515519653,0.3060926661199453,0.6743245572388387,0.33681730804394705,0.6743865133691378,0.460654719250829,0.06357495628503047,0.07506754238153993,0.05539862181329462,0.10506402033896578,0.07889077978796748,0.13530206486207097,0.11043463314638562,0.16844998477172166,0.39522739500701787,0.6047726047425425,0.3123267994565265,0.20707934272854553,0.25327517739793404,0.19038755284781073,OK
48,0.05242557392991176,0.027848696898521423,0.023527117799363787,0.006853373323780756,0.02000726274318662,0.303414381888448,0.6817544071900458,0.33455170631981124,0.6817351332088621,0.4575705362253544,0.06360453079674853,0.07642568791864299,0.05441351794153631,0.10517117449072372,0.07918331558320846,0.13626954134772806,0.11121898326946765,0.1691759474495021,0.39595810394613395,0.6040418958749806,0.3112032259283375,0.20475258063726207,0.25325526080641,0.18995664253526803,OK
49,0.052601924852556395,0.02793757716587343,0.023622693897013654,0.006730769375184862,0.02007300813770702,0.3074115734963285,0.6770102578480275,0.3351831837218492,0.676905872977796,0.4599371033699429,0.06343157033101708,0.0745868963353774,0.05445675228779413,0.10356574264072141,0.07849677722780359,0.13472429904438296,0.10931781636459344,0.1668384677114464,0.39512998735060356,0.6048700112540897,0.31158100197366734,0.20545797549984177,0.2540854417583665,0.18964020545635762,OK
50,0.05235369660470093,0.027799430939437104,0.02378395210732432,0.006798689510776144,0.01981982821207337,0.3035796476798613,0.6779259300532461,0.3360092750116557,0.6779927096876348,0.45890134168701585,0.0635644916315325,0.07507640821691536,0.054941974617183066,0.1038619458657496,0.07900459711112323,0.13622059430681072,0.10985939668900684,0.16877982524835192,0.3935380038880214,0.6064619968632976,0.31387478247338557,0.20751941470610422,0.2530336179116479,0.1901155947333052,OK
51,0.051879358559507,0.02722329768885513,0.023313695784559805,0.006771190155136521,0.01980084918175532,0.30710984805838115,0.6800693945795977,0.3326185007556146,0.6800232522127008,0.4577254267657647,0.06311864478319061,0.07380888175492098,0.05354607281904547,0.10163812892062037,0.07804735879651925,0.1338088597480704,0.1076765402006645,0.16539836300163566,0.3935577323456772,0.6064422666525641,0.31182421886978173,0.2046488136106751,0.2539128333795257,0.19073893145925286,OK
52,0.0526477311562304,0.028140253646775526,0.023889225175870315,0.006746706646159381,0.01975960443008776,0.3034850395992309,0.678170804824291,0.33732256395261545,0.6781117067832191,0.45944876448303856,0.06278306885319454,0.07381900700898159,0.05413585980529008,0.10176096712591268,0.07838353996767718,0.13494717144594043,0.10806381049491062,0.1665679672006227,0.392765985280812,0.6072340155420612,0.31270832422615386,0.2066247628069296,0.2529300971388244,0.190815167508277,OK
53,0.05165450633162496,0.02749480336618309,0.023629218154885365,0.006736555243232975,0.019418038867217224,0.2973209027947784,0.6839143094681606,0.33677647989981174,0.6838517137506859,0.4570293876947332,0.06267612245904297,0.075081805060176,0.05342676705655073,0.1017907601015336,0.07854344600102767,0.1357750703109985,0.10898678273069902,0.16725309364864377,0.39385569689511396,0.6061443043213074,0.3129380326203796,0.20555168605831062,0.2527031269000501,0.19032315197003846,OK
54,0.05211523365305395,0.02796842303632402,0.023599812970580565,0.006745590741711468,0.019622097164168864,0.29690034505055873,0.6818511053508356,0.3381318084511007,0.6818979143881712,0.4573748928873765,0.06293996921231766,0.07506195169572784,0.05384732721572449,0.10162293547842682,0.07871392176073998,0.13665842319450744,0.10917946736530668,0.167460693352792,0.3939396811633551,0.6060603200888434,0.3131322578973129,0.20682346184893388,0.24989721919594407,0.18909963440387045,OK
55,0.0520141083894729,0.027679960560925653,0.023418883974736585,0.00680041429502856,0.019384259484386317,0.2999600436435599,0.6816672608703553,0.3361725641184208,0.681547478646362,0.45801374094397507,0.06248193628647748,0.07368074823729917,0.05346407607367703,0.10026156216287384,0.07806001478830735,0.1352682504243925,0.10731222078937586,0.16606141705544483,0.3916460751843195,0.6083539247799035,0.31298695647773767,0.20473996665225883,0.25099635612563925,0.18958075353506804,OK
56,0.05177131040739555,0.02773224611823656,0.02400383508807811,0.006663541618951497,0.01931898519598028,0.295638981880117,0.6786597263412315,0.34054518912305065,0.6786279553124884,0.45881862049343203,0.0627270439395956,0.07369619166078259,0.05413304273226932,0.1003071640541001,0.0784484974744798,0.13613820465064708,0.10769191991631724,0.16670537987748543,0.39166091105231005,0.6083390886614732,0.31379450871950154,0.20648204294644915,0.25471209944868717,0.19148834118572602,OK
57,0.05187243756939884,0.02787355820023391,0.023733904782575328,0.006619736663203369,0.01938024108462474,0.2962389871710632,0.6760815994149926,0.34181107115559506,0.6760175130089648,0.45984058362953945,0.062796771830442,0.07315757684633226,0.05452304354243848,0.0998116497572015,0.07850647315669174,0.1362001972556973,0.10732519262585463,0.16673472820639182,0.39065143884587833,0.6093485621558804,0.31323490527068293,0.20779906960130454,0.24934053425492644,0.18958123208058267,OK
58,0.051750556175627196,0.027794317235009653,0.024031772087624415,0.006733284076107811,0.01935421935945642,0.29252470206885206,0.6812298508966956,0.3401666651574933,0.6812688440334898,0.45730076342069803,0.0625430629113499,0.07375274464881577,0.053796230135586154,0.09934588760531106,0.07833699364156997,0.13656673770026714,0.10736758696610758,0.16693412012555878,0.39064692363303966,0.609353075866081,0.31238478715537116,0.20693619145887668,0.2538182466935997,0.1900555971486657,OK
59,0.051282985120260416,0.027515020296939103,0.02338760668475579,0.006583524195394632,0.019166729274336672,0.29308024934288407,0.6809155209367873,0.3401544618935717,0.6807979961761049,0.45775983553259025,0.06274355684562462,0.07396407030737485,0.053717584813199264,0.09904722458854014,0.0783862489692661,0.1366250729020618,0.10776193107233471,0.16661317202867437,0.3918909403313251,0.6081090599548917,0.3145464839411526,0.20762034694329887,0.25271061905363457,0.18860731748830514,OK
60,0.05151651347769337,0.027642342136750202,0.02364759627195234,0.006763845575791152,0.019140934114347773,0.291083130676921,0.6797659826808188,0.3422182463869757,0.6796939686423733,0.4583975353947922,0.06290947797955299,0.07421347731444873,0.05440554589185179,0.09942215008466614,0.07892514197301177,0.13801503609888263,0.10828750830094497,0.1682589651406312,0.39067455829263165,0.6093254424229103,0.31157784171107294,0.2066085719171406,0.25110052060000465,0.1898087022059104,OK
61,0.0510819863487764,0.02756726588620072,0.02321542177454424,0.006496385465200548,0.018943057272534054,0.29014723827572714,0.6815029009192789,0.34339240992985137,0.6814659504758782,0.4587362038345039,0.06294754265594024,0.07400245282078992,0.05366981641522476,0.09841981065981671,0.0787299464748544,0.13762372459362104,0.10782477924195515,0.16705480409341128,0.3913644072817726,0.6086355927182274,0.3122507071509367,0.20617001453618042,0.2504910306573487,0.18805260021610706,OK
62,0.05209084089939334,0.028044316448642463,0.023834090372983542,0.0067247676138742635,0.018982899630171697,0.2949703714104832,0.6790442359404547,0.3409512176090071,0.6789599288196838,0.4589026907698161,0.0628328884975249,0.0735534265512178,0.05436637927302901,0.09834746713218998,0.07885335836590839,0.1378537368785147,0.10749163004566355,0.16761118949962264,0.390003306095769,0.6099966949775439,0.3119631467603979,0.20631379852382217,0.2530971116611079,0.19077268584507281,OK
