epoch,loss,loss_main,loss_int,loss_grad,loss_branch,loss_route,g_mean,g_std,mask_mean,mask_std,e_base_l1,res_vis,res_ir,cap_l1,vis_u_l1,ir_u_l1,e_vis,e_ir,p_vis,p_ir,y_vis_mean,y_vis_std,ir_mean,ir_std,health
63,0.05159743544103361,0.028086740585068624,0.023682210516153265,0.006550402674848597,0.019163262450090406,0.2880087644040656,0.6820021053823102,0.3424159182327277,0.682007702315698,0.45739457386882365,0.06303359084233803,0.07455121588950255,0.053784125013833714,0.09821225691135047,0.07931561576647489,0.138269837923339,0.1084366965444148,0.16727404933230502,0.3924649300552359,0.6075350682990176,0.31575470967810837,0.20855318404295864,0.2512288064676888,0.19004430036906864,OK
64,0.05202572857614468,0.028296072564858134,0.023769020097886992,0.006696433445499117,0.018819185565276092,0.28936256697269475,0.6753866941559644,0.3458047420108447,0.6753267258369908,0.460317241508706,0.06288302378529975,0.07274628583999242,0.055031314858940895,0.09739128484123466,0.07894584762842573,0.138151184037453,0.10685485805354628,0.16771093835564507,0.3884232954389336,0.611576704775729,0.31324459462105725,0.20687156800283532,0.25295485085656805,0.19027594540442597,OK
65,0.05149511090677683,0.02789543985779367,0.02323909289072774,0.006698084588465588,0.01882623524560469,0.2877882893632154,0.6786806890372039,0.3460913799425849,0.6786096906747853,0.45998200548797097,0.06263423208393255,0.07329371677083271,0.054378779859942834,0.0970212467649833,0.07889728606784759,0.13829960955792114,0.10722535506051843,0.16760552940176887,0.3892842678248095,0.6107157314954256,0.30981608745860023,0.20482884794652534,0.2533456231115245,0.18958328710813052,OK
66,0.05142035110130244,0.028059787640184845,0.023028659518016557,0.006512702020647682,0.01879092098167893,0.2871417177288758,0.6810137357245258,0.34431550615117185,0.680981342245837,0.458487971955273,0.06289162506916228,0.07362983373104452,0.05370550084800995,0.09652307945318153,0.07895461436794872,0.13822840082616794,0.10734995336485367,0.1666079606829571,0.39110282646650885,0.6088971721739614,0.31278496556708507,0.20775204751135207,0.25015160592556857,0.19034505859106815,OK
67,0.051188998414026875,0.027770483239116718,0.023116400663820313,0.00643393857318501,0.018557539063260978,0.2897472176946798,0.6784930517550419,0.3449090856964849,0.6784534716234059,0.4596951739126895,0.06269195376216721,0.07312709766597736,0.05408848208427823,0.09595297192003117,0.07886796275160464,0.13809749094986257,0.10691964357984023,0.16656840938766176,0.38991116518590774,0.6100888352434174,0.31234200656557143,0.20577261824102677,0.25214406239743137,0.18901217823662533,OK
68,0.05121631137713665,0.02783516056987704,0.023498902319833224,0.006541403528975965,0.018591101237741554,0.28607891727180756,0.6787527572779524,0.3447036158566286,0.678691113767933,0.45866741277590517,0.0625923690693576,0.07325900226187448,0.05448900469067861,0.09587228274037715,0.07899773461656982,0.13883789113553918,0.10708110140008228,0.1676160493174664,0.38890752965519554,0.6110924699870335,0.3129236127684812,0.20561510935372093,0.251903683931029,0.18818402301971796,OK
69,0.051465278303548065,0.028047205954074575,0.023126572700908312,0.006469748120157927,0.018537823142123825,0.28900576961569996,0.6765899419212112,0.3454701792077572,0.6765116693592873,0.4599794405920594,0.06274655374551878,0.07273936758012402,0.05411977129054814,0.09499019269003015,0.0789552512539535,0.13796190445234224,0.10660932104842288,0.1656318782758312,0.3906253477533897,0.6093746526759355,0.31319461521409714,0.2062731312156296,0.25265042824583467,0.18985076556328823,OK
70,0.051360400585907136,0.028141613770164504,0.02343790337615529,0.006481692385703263,0.01840943150168636,0.2841841882231141,0.6765099519154891,0.3472916249717985,0.6764689911814297,0.45976164393207464,0.06295307824054973,0.07328301705285853,0.054795247675920304,0.09555998476756578,0.07957145978225952,0.13938579546446417,0.10754721937309794,0.1675242410630596,0.3902286473227864,0.6097713519974488,0.3126481124082533,0.20691175391228975,0.2505450951648789,0.1883984081008855,OK
71,0.05040880832664606,0.027413769227107105,0.022564456909939665,0.006417543158585838,0.01826783612656708,0.28276743275635524,0.6830081993720684,0.3449716344207418,0.6829614826396447,0.45752207231836445,0.06309841166273887,0.07398501675607276,0.05327192073551511,0.09473308936959984,0.0793731899804571,0.13877124717684924,0.10765302432578008,0.16615313745918822,0.39254165035622174,0.6074583508244225,0.3159628901697722,0.20894948808120795,0.25114304467695814,0.18968008086532534,OK
72,0.05084917435617078,0.02791152553496455,0.02323875433093413,0.006389430642467873,0.0181143822725348,0.2808639726110724,0.6790652086182374,0.3486504204311863,0.678974415574755,0.45940387656851833,0.06291590923933135,0.07387525666983617,0.05454197227574733,0.09498675075434551,0.07979522012218851,0.14015303594188816,0.10800977218516018,0.1682564086702262,0.39012084466641117,0.6098791552620346,0.3129209556749889,0.2062581038507236,0.2515962546577259,0.19005978218361397,OK
73,0.05115570229257928,0.027956324540042862,0.023196251367499417,0.006509663246455742,0.018270342029398586,0.28374771196015025,0.6817639408563795,0.34635905463512345,0.6816396103972862,0.45819618929477157,0.06311317615541948,0.07333397930588613,0.0532501398396789,0.09365706797801003,0.07937301031234456,0.13839783643831868,0.10681356436887136,0.16559898275501875,0.39113528112403484,0.6088647179815377,0.3125540690154445,0.20622490842838964,0.2519539713698561,0.19028154606757616,OK
74,0.05090673491224593,0.027487774218554473,0.023541382682204497,0.006653682013754459,0.01846206350316878,0.2845303879386666,0.6829497282173024,0.3448754366563291,0.6829831283919665,0.45736481097279763,0.0627055592915448,0.07368980759323215,0.05265508146033067,0.09326232620934193,0.07942032335507197,0.13800086936995049,0.10704089168991361,0.1644083568636252,0.393373558644344,0.6066264403538973,0.3122392104846948,0.20605515261121443,0.25230662293937883,0.18947751745849956,OK
75,0.05066132253217025,0.027942915460472704,0.02321948798871985,0.0063156850243575365,0.018167214474829736,0.27798201744796847,0.6779855035361694,0.3502062430330256,0.6779485554898343,0.45938833853920824,0.06296337386962174,0.07391521337778628,0.05435362775750807,0.09399136054773434,0.08010333028732657,0.1398775364492549,0.10812166284899466,0.16703766992255276,0.39201971545082037,0.6079802849427277,0.31405253822849294,0.2068533428451594,0.2542758772120613,0.1907007919014001,OK
76,0.050743960488100155,0.027860563807413072,0.023389256900871822,0.006499062213176886,0.01826471286419989,0.2772552268344815,0.6849193783725153,0.3461049256526551,0.6847410263562975,0.45610159943226863,0.06257259638226476,0.07460426160616247,0.053032137607844795,0.09339061182658641,0.07995832499478903,0.13948020686049994,0.10805939086953274,0.1663518374135085,0.3927711233729217,0.6072288765913012,0.31316090048719,0.20610747779725122,0.2550177770663424,0.1900246105775112,OK
77,0.050648735480613355,0.027735027765222384,0.023261601499998483,0.006438059091963777,0.018199731179905466,0.2793498164465447,0.6817692691037635,0.34712622353151923,0.6818684474760744,0.45707716893892186,0.06266085159968214,0.07410427072227431,0.05325324117851143,0.09283213745825002,0.0798368643106175,0.13908034577375414,0.1077494183409901,0.16555442161062042,0.3932778832434463,0.606722116899662,0.3137203695035639,0.20603746815281612,0.25306558852293054,0.18916140533402329,OK
78,0.05098278404605918,0.028283991595441732,0.023432953164120075,0.006470845362377249,0.01801526446302398,0.27408997551733705,0.6782731272521711,0.35282481201484994,0.6781404101404966,0.46008850210139446,0.06284701940911014,0.07429268329637964,0.054380250915813416,0.09337460835512375,0.08061129985307874,0.1406343318835026,0.10869764500842088,0.16757942537585943,0.39234358379963924,0.6076564165581317,0.3151547138680931,0.20834903836715407,0.2509682949583213,0.1892964513558729,OK
79,0.05113752937393815,0.02813078805196042,0.02363777564031308,0.006566643205081143,0.018189284048241085,0.2778885484564633,0.6802592401315614,0.3487654581290333,0.6801496939141066,0.4581907401207973,0.06269114477937819,0.07402112164578231,0.053584227231101976,0.09236823509828526,0.08019111314866723,0.13935031520039523,0.10792222405288543,0.16577322632611013,0.39327891305142665,0.6067210869485734,0.31214277682398833,0.2064555345051715,0.25376340301454714,0.190693929514178,OK
80,0.05042192152514607,0.027859375116695947,0.023446765178221973,0.00631270884806771,0.017907675362381043,0.2745216813694243,0.6784825614448927,0.35125836992965026,0.6784703573044323,0.45916811912572114,0.06250348888865324,0.07294387044776388,0.05338346545158529,0.09127965784158741,0.07979997278762464,0.13820987723383155,0.10651885246743961,0.16437862355525898,0.39203796212842057,0.6079620379789108,0.3106886541106406,0.20466573849445632,0.25363267422402175,0.19056631307176897,OK
