epoch,loss,loss_main,loss_int,loss_grad,loss_branch,loss_route,mask_mean,mask_std,e_base_l1,cap_l1,vis_u_l1,ir_u_l1,e_vis,e_ir,p_vis,p_ir,y_vis_mean,y_vis_std,ir_mean,ir_std,health
11,0.04600828326455936,0.029943503431600182,0.041742908829847734,0.01155498278906428,0.03355060991387264,0.0,0.6815225582878415,0.45825411796140497,0.0407166923938536,0.0780544431895769,0.06369587709726979,0.05226708715166651,0.11539178063460186,0.08456128427819187,0.5769328168746518,0.42306718312534825,0.31383383562084005,0.20716869932155507,0.25352020451680524,0.19222546072781874,OK
12,0.045986024716517936,0.030317981512758697,0.04162232252340965,0.011176674911586875,0.03291360243913435,0.0,0.6802122382914462,0.4587820775869514,0.03965237076167299,0.07554094743828814,0.06313182785212636,0.051735532652287065,0.11311511994123745,0.08334802338878075,0.5755817915211204,0.4244182084788795,0.3151762710542095,0.20745436527004907,0.2533743147518025,0.19168354793578063,OK
13,0.04636681350317,0.030557432632316417,0.04225376369442795,0.011261252620976334,0.03227517883755079,0.0,0.6773832446816159,0.4591461406821678,0.03855940868176905,0.0735285166664427,0.06259332671493184,0.05139665694690409,0.11096816676325587,0.08254384680562804,0.57321713659085,0.42678286340914995,0.3141496348567083,0.20673615458596942,0.253608137404933,0.1914237858135016,OK
14,0.04592382899258567,0.030587041104326442,0.04168588064257659,0.010850882315326209,0.03173174839891663,0.0,0.6835985924301743,0.45734484109128654,0.03757579157090917,0.07178939597195938,0.06238702864868014,0.051026330359664716,0.1096440821277852,0.08180491365984278,0.5725046547234846,0.42749534527651545,0.31259420356687523,0.20507677656118753,0.25222996742177267,0.19053880056413283,OK
15,0.0456904475851094,0.030557812869633768,0.041841320664423996,0.010637779661151273,0.031072298675274647,0.0,0.6748439423104866,0.4608109353684864,0.03655044994085562,0.06993616312867453,0.06179741651517432,0.05085970425591463,0.10766735666689753,0.0812204305131753,0.5697654234547289,0.43023457654527114,0.3111871172006534,0.2067737666105165,0.25406896377525695,0.18923689490284812,OK
16,0.04525165462649527,0.030289424727542275,0.04116158600503049,0.010537407045964809,0.030866412680690028,0.0,0.6784711745606751,0.45900671046321134,0.035898861845358225,0.06823984436950191,0.06189228424809131,0.05094072852833789,0.10661809349439295,0.0804952734104153,0.569558206368752,0.43044179363124796,0.31278056473362775,0.20654937062336473,0.253064445838207,0.1896218834232454,OK
17,0.04273848735033071,0.028694126161881963,0.03349594993009215,0.010385444609443841,0.03093215134687999,0.0,0.6780733432875675,0.458940918169388,0.03554705793366713,0.06738478018223595,0.06237088156794729,0.051483724624061644,0.10638952952008002,0.08112927016411939,0.5672834031865234,0.4327165968134767,0.3113198615208107,0.20634779258936392,0.2518976691390286,0.19001303538053976,OK
18,0.0394181165841966,0.02747235311998003,0.02533151494229541,0.009106920839210197,0.030569111018263852,0.0,0.677903447116838,0.4596031372215138,0.03573150844240532,0.0670381337270087,0.06311911293098621,0.05286372774520985,0.10591515435391113,0.0819179595393293,0.5638769808508196,0.43612301914918034,0.31225708586757495,0.20655934911529844,0.25411070603318286,0.19128228877844358,OK
19,0.03908227937629207,0.027711179646320132,0.02515860805612187,0.008558520709308667,0.029671821465977386,0.0,0.6779112231974699,0.45872015583844317,0.0353500136808187,0.06538811070220668,0.06249433462949646,0.05291676563339359,0.10364349418077148,0.08148172616708178,0.5598915562409312,0.4401084437948458,0.31155864536619127,0.20712710497509532,0.25273829934691466,0.19041019823907518,OK
20,0.03955989833339816,0.027942437489627717,0.025828789436623974,0.008738948727677278,0.02956331075847793,0.0,0.6753760618465144,0.4600140492455298,0.03479428528746566,0.06293496791841317,0.061305909078805246,0.05230350957877066,0.10048577116102446,0.07937969616195019,0.5587242450676904,0.4412757548249784,0.31188427970832994,0.20648022422663162,0.2525869748082195,0.18954341111778497,OK
21,0.038082326975922766,0.027026065498912462,0.024927547136668254,0.008276574091431278,0.02869326264641079,0.0,0.6831508504600228,0.45778682953169364,0.03445110370327874,0.061095216887302045,0.06032524731497661,0.051843519529410485,0.09839142082619066,0.07803994869770838,0.5577385482095442,0.44226145186201005,0.3146336801162287,0.2067976563739605,0.2506920799416225,0.1887866681059297,OK
22,0.038832910510958454,0.02791448105025996,0.024803367666989602,0.008154755334832705,0.02833373661489547,0.0,0.67844333074817,0.4582449482197092,0.034154758080929555,0.05970702776048078,0.05978773447538481,0.05202575328470278,0.09635889654507299,0.07746792529203167,0.554406712357165,0.4455932876070579,0.31229490644576885,0.2069492095819756,0.2519458303986048,0.1890096439122438,OK
23,0.038207321230988474,0.027456006726153902,0.024680459011001746,0.008007037858920348,0.02762306644832816,0.0,0.6783974694461525,0.4596808691557143,0.033678624246801646,0.058293040873122814,0.05917847503562506,0.051808536007982485,0.09466234787779838,0.0764606859700448,0.5531752543503783,0.4468247456853988,0.3118402207849406,0.20494402848443494,0.2529383607092453,0.1907803393175908,OK
24,0.038867690894497826,0.02817265480188798,0.025071138283517324,0.007916335182796632,0.02715870885610008,0.0,0.681032569754739,0.45777780200396123,0.033432901109091376,0.057026690898501146,0.05863259737195373,0.05176720419833783,0.09314247328085916,0.07591454746449838,0.5509899352707354,0.44901006476504174,0.3131971945639561,0.20590855572081987,0.2533289029532406,0.1907989351438875,OK
25,0.03850040669437824,0.02801916928959637,0.024852806293614665,0.007730941253793644,0.02650154763910951,0.0,0.6789177159229819,0.4592926514391996,0.032921297162646,0.05548320720944943,0.05789681254815655,0.05166920884942808,0.09099397049838899,0.07495342285818413,0.5484388055635386,0.4515611944364614,0.3106591878961973,0.20601301718087328,0.25534387333553377,0.19132350431699283,OK
26,0.038249804209000995,0.027931908194181405,0.024416898504695615,0.007616133559361047,0.02600725571930158,0.0,0.6833092734163978,0.45714301615059016,0.03260010735792558,0.054754127912661606,0.05820227329398976,0.05200666348849024,0.09092103128208548,0.07451521446045135,0.549721563062748,0.450278436937252,0.3112829590902752,0.2053819201341053,0.25350417746823517,0.19134981354244618,OK
27,0.03872238139041654,0.028195480276614712,0.02501860735345395,0.007771950409359702,0.025309003598871782,0.0,0.68116565537052,0.45844336811090863,0.03225571987088345,0.05378234542968894,0.05792853310435903,0.05232984595904116,0.08965415268742881,0.07420031343098162,0.5472426812331073,0.4527573186237844,0.3131717555627388,0.20644947983959572,0.253679426080611,0.19088699890463864,OK
28,0.03784261069664148,0.027708228859750807,0.024439334030859038,0.007442526002487197,0.024792248827024025,0.0,0.6818127146645897,0.45734883442360097,0.03183836740131925,0.05293612446890873,0.0580438399935613,0.052427227332705065,0.08926812797283926,0.0735766346044257,0.548234021463314,0.4517659784651318,0.312933729261625,0.20758225504054026,0.2534780717160808,0.19087982416546503,OK
29,0.03833629876612222,0.028119898306167856,0.02446317406637328,0.0075281823848039895,0.024190057832680616,0.0,0.6763326926033895,0.4606797803206747,0.031494396337333704,0.05184354828525276,0.057594937883934626,0.05256791553702675,0.0879792100688418,0.07322218257034956,0.5459396416256551,0.4540603584458991,0.31171006747797614,0.20555865340659313,0.2507357733840702,0.18940214735834823,OK
30,0.03839687272204178,0.028230819632025325,0.024629337287710315,0.0074656983012376,0.02374210451715061,0.0,0.6784755554305119,0.4590465305160646,0.03128660873410438,0.05118010108586119,0.05794893975267891,0.05293272518399669,0.08779308616685695,0.07305784535561861,0.5458930992708058,0.45410690080074845,0.3141607447009699,0.20678794112096743,0.2517713086158574,0.18947918163019928,OK
31,0.038230294541714074,0.02838776278502944,0.024647519677779037,0.007147268780103537,0.023051098154551412,0.0,0.6761892230427708,0.45941103617397966,0.031050743635784105,0.05030898964043711,0.05786186695939639,0.05319122114584369,0.08685992701070792,0.07277903647250344,0.5441490264356781,0.45585097399364716,0.3125814744153944,0.2073033293809782,0.25045052032117227,0.18871333327542406,OK
32,0.03763468217860465,0.027880268420192266,0.02414120211448221,0.007113175738898038,0.02271177718865306,0.0,0.6823965561132328,0.45767570926504836,0.03059283534617198,0.04943234181436313,0.05799303986892408,0.05315795288133879,0.08647607074601023,0.07228351426886626,0.5447436776481757,0.4552563222087159,0.3134312255471265,0.20587609638543833,0.25245655192082384,0.1887380307068487,OK
33,0.03741243499300989,0.027769977700899916,0.023986819248293198,0.007019168260984686,0.022460713885313108,0.0,0.6749370925280512,0.4603894433411373,0.030380726542596628,0.04860941310371814,0.05769686350802414,0.05345861388801956,0.08564495069890463,0.07230686221499832,0.5423150760929982,0.4576849235492308,0.31158678274767165,0.20694958815733497,0.25303888655438717,0.18959222174957305,OK
34,0.03793878500134039,0.028233347602617913,0.024598016982757244,0.007024188280566221,0.02214474902607921,0.0,0.6808321039502074,0.45854159456198096,0.03020093610145751,0.04796371265959625,0.05803628246180293,0.05380655911897554,0.0855180289851231,0.07212978124725862,0.5426008251964116,0.45739917480358844,0.3134750984117192,0.20764213153759256,0.25271475665709553,0.1891017387501475,OK
35,0.038112982593271054,0.028363289383082402,0.02465550545412971,0.007066401978898771,0.021774063668340123,0.0,0.6777629215104812,0.46026178618439106,0.030030964883793445,0.04721245294412216,0.05799654254964849,0.05404268960062625,0.08487257483948608,0.07202971616641385,0.5410836216281442,0.45891637862229545,0.312266566941575,0.20625462092342925,0.253373342366064,0.19217743405273982,OK
36,0.03791312901090746,0.02812576335088975,0.024654491200801633,0.007105629609692014,0.02162869745308683,0.0,0.68057656041285,0.45797329089220834,0.02974534669772488,0.04666475338541588,0.05834520649777598,0.05433093129890878,0.08488664679488643,0.07191018433291085,0.5414988322346723,0.45850116780110484,0.3143423136149277,0.20629057978667847,0.2530170839731576,0.19052674568572395,OK
37,0.036807228083244894,0.027380871144878048,0.024097022144872995,0.006805895841686057,0.021075895646450613,0.0,0.6807200782367734,0.4580979317534013,0.029426032900899686,0.045816713718234564,0.05824854321518436,0.054351075705574625,0.08408557458155724,0.07141336733374705,0.5408618806146918,0.45913811956419376,0.31312952953584194,0.20773692554285547,0.25398290071453083,0.19097508090276535,OK
38,0.03737907220429482,0.02759764025195771,0.02440690341218859,0.007131084094007386,0.020965746488748622,0.0,0.6793832809341197,0.4584102075712449,0.029056309687704885,0.04502644210982294,0.05808898519460751,0.054302808272988855,0.08340664903799884,0.07087150609203462,0.5408586696559499,0.45914133048715855,0.3113803672117918,0.20623711179069826,0.2513380968699507,0.18916883909044002,OK
39,0.037695193336773465,0.02829090167297607,0.024151537164884742,0.006781409485215301,0.020772845942710415,0.0,0.6731549741483392,0.4608338803661113,0.02884124400539129,0.04424609371772906,0.05811524458703588,0.05474950536852982,0.08260411477568341,0.07077070277761154,0.5386766765226407,0.46132332337002796,0.3113382799463684,0.20462749076454864,0.2530839819939626,0.190280775572,OK
40,0.03707495679472889,0.02776729020917294,0.02359360326718794,0.006744235118131051,0.02040711315046875,0.0,0.6827104912370908,0.45784661392060794,0.02861094911943893,0.04359262220624114,0.05835880396389017,0.054751479213370854,0.08258819311749892,0.07046949310677679,0.5397150651747439,0.4602849350399187,0.3110470680915723,0.2034084935184,0.2540250835137493,0.1904791091822562,OK
41,0.03706965680118977,0.027824778775019304,0.024216125765088654,0.006620474350342408,0.020279108228034474,0.0,0.6786691530340431,0.4591151014918468,0.02850186805344787,0.04312768197950481,0.058610066404792015,0.05520545652344161,0.08244895626481126,0.07051193836678406,0.5391913155476157,0.4608086844166072,0.3134813320522263,0.20546737637053303,0.25354480881150027,0.19038446696580244,OK
42,0.03712219608855956,0.027882623553302895,0.023810571724815027,0.006655612514921132,0.020290284640058463,0.0,0.6805776412747487,0.45850331220878704,0.02838221862062472,0.04262076383109997,0.05867406690106386,0.0553971007555759,0.08211880780103542,0.07028945115487688,0.5388668747294565,0.46113312516321225,0.3121216802322278,0.20537145256030173,0.25347603986314793,0.19072445951590017,OK
43,0.03754653887753906,0.028214491156934977,0.02429960193425542,0.006700968760594565,0.02011187778761228,0.0,0.6800065695309266,0.45859662388839356,0.028093107567936863,0.04196455173131799,0.05862367526143968,0.05545732162955428,0.08155840915255472,0.06994879531527624,0.5384473817832186,0.46155261871766073,0.31156371276275596,0.20726805339519289,0.252606448640271,0.1902816741674745,OK
44,0.037038931919380326,0.02781628336117906,0.023868258707650174,0.006637721948576074,0.019810074468513354,0.0,0.6781391194459199,0.4592475691834847,0.027912590605746797,0.04129735973863756,0.0585260242268461,0.05553724613188266,0.08088424995022804,0.06939515590864499,0.5383819232539397,0.46161807699649987,0.3119003992585861,0.20784353464841843,0.25209161124023355,0.19049187002777337,OK
45,0.03742233950796784,0.02824783718631584,0.023494794899385336,0.006628070530869595,0.019695233166808126,0.0,0.6799021456994357,0.45812300001444367,0.02766503176527793,0.04079878716623368,0.058592229857951365,0.055786787036980756,0.08061420451514288,0.06943684642394336,0.5374533087194038,0.46254669110171076,0.3126509001060408,0.2057810819216994,0.2541451814974628,0.19015830190850047,OK
46,0.037752987425617814,0.028466764279604317,0.024230782559760907,0.0066658774212490215,0.019726755392669486,0.0,0.6774136621554215,0.45879494907761537,0.027603920607292064,0.04032379570377975,0.05865200616571368,0.056050632690109695,0.08036001599063965,0.06936200108437264,0.5368100859108521,0.4631899138029311,0.3136321712835353,0.20683222124520756,0.2551942454809759,0.19054040565889996,OK
47,0.03774004430473209,0.028503641490640046,0.024340978822484167,0.0066073148594923215,0.01949901239765363,0.0,0.6772626713902151,0.4591034666902306,0.027524116058864085,0.039875554356898435,0.058688709858943575,0.056416889865036346,0.0798940242526411,0.06954724881417897,0.5347869697095109,0.46521303025471206,0.31423269008316485,0.20798790439659234,0.2550930854867773,0.19230939008715917,OK
48,0.037720726430639714,0.02853666294683643,0.024514823672356082,0.006538511185693283,0.019406979260709036,0.0,0.6746248695172039,0.4607724304817447,0.027247870761324233,0.03916418957127099,0.058693552602167465,0.05643258343080656,0.07934833986579584,0.06900140169967695,0.5349035747125656,0.465096425108549,0.31260753100087235,0.20503650498347264,0.25597703821805057,0.19196330414277737,OK
49,0.0378353354495381,0.028645697137003257,0.02406181778651433,0.006590852966433724,0.01926036281813057,0.0,0.6799467178095145,0.4578325368490826,0.027057106339452075,0.03862755086009099,0.058789466345617894,0.056456022800839674,0.0791231723231714,0.0685536674216014,0.5359848546309202,0.4640151452617485,0.3121491230371333,0.20542280963596318,0.2523601903778021,0.19125072812797927,OK
50,0.037338638242159716,0.028289948373201156,0.02390656148677184,0.006467264242322684,0.0190769511913391,0.0,0.6796304511995304,0.45840074327670366,0.026826049586912305,0.03818530149507422,0.05908170409974645,0.056652470461639605,0.07919000590942343,0.06832320944351308,0.5369448481487626,0.46305515142191217,0.31418427189930576,0.2058878947688895,0.2526932081827024,0.18917712540615078,OK
51,0.03723560492334818,0.02816830742835891,0.02407385317479022,0.006468981156312377,0.01909309581910469,0.0,0.6762513371647334,0.45983900492932617,0.026722555933128885,0.03755167745375762,0.05890167286755944,0.05670251403035236,0.07845190251503242,0.06792768366894229,0.5360586867899167,0.46394131321008325,0.3137089096877326,0.20763536560542586,0.2543445222106587,0.19113420904362474,OK
52,0.037185606773660965,0.028199965288551773,0.023882356807723694,0.006408338393347443,0.01890674166019116,0.0,0.6754589922645656,0.4594387457150371,0.026546518031020268,0.03713167013347793,0.05896817664263629,0.05690589194752875,0.07807091791249839,0.06774318401141613,0.5356165272276513,0.4643834724145777,0.31280529813892416,0.2066911078211354,0.25140267110564984,0.18928173447356506,OK
53,0.036426500087471995,0.027686254857029736,0.02345287917228807,0.0062085679371138005,0.018638938651973604,0.0,0.6828943378641968,0.4571208366934134,0.02623575374412508,0.03652460880729617,0.05890858286068219,0.05665874925284397,0.07768569746706523,0.06719368711865249,0.536304374989055,0.4636956253687159,0.3103082428674022,0.2053990976489177,0.25198303349092516,0.18827164053272943,OK
54,0.03721862223719349,0.028207954246828072,0.023757282664634886,0.0064477348361401355,0.01872048795218764,0.0,0.6755833592520756,0.4600752264726348,0.026412446711476252,0.03626219761901114,0.0590369209495126,0.05716685686452764,0.0772474373267049,0.06737839519566133,0.5342825156371562,0.4657174846132835,0.31387892832346753,0.20859922783500723,0.25211896529110395,0.19112218159283337,OK
55,0.036908002550146875,0.028040158560685143,0.02373945792703157,0.006307959236961533,0.01859389329809888,0.0,0.6763441240300938,0.4595673698551801,0.02618919090017909,0.035844110761906633,0.05938402760107549,0.05726216344826934,0.07750201287443469,0.06717274938615,0.5358806550860548,0.464119344842391,0.31233246704968226,0.2060741608490606,0.2515637963241031,0.18999791781262618,OK
56,0.03697009301562162,0.028214246406927615,0.02363150815914373,0.006207406020942418,0.018528982113693512,0.0,0.6781525470915677,0.4591961223609737,0.026048619382861567,0.035361690580898546,0.059389080114367485,0.057294164935187276,0.07708527838267913,0.0669035318286336,0.5354771934279732,0.46452280639314136,0.31323986288522326,0.20604637397580644,0.2531274954418318,0.1897555616687612,OK
57,0.03733589648440176,0.02846824366874358,0.023591019673829747,0.00632395972229433,0.01845910966212974,0.0,0.6735665128797758,0.46089165318770714,0.025909192797516575,0.03494400036658774,0.05912463033363885,0.05737342075908742,0.07640053788904383,0.0667382419681778,0.5339034196852492,0.4660965804578591,0.3122420270009344,0.20660883175725697,0.2512860318907455,0.1891329964938141,OK
58,0.036882127938168245,0.0282005657601793,0.024144106748595493,0.0060838107985364985,0.018334070157979717,0.0,0.6784761341608444,0.45829228031821323,0.025761357391206156,0.03461713179731283,0.05955334597614919,0.0574002839437052,0.07652422430671277,0.0663037483333325,0.5358628515078097,0.4641371485995216,0.31263534694301837,0.20648350220482176,0.25184606815300353,0.190402836367792,OK
59,0.03722078349141657,0.028385950737640636,0.023720857671642004,0.006279432710365248,0.018331429606922963,0.0,0.6796071483235971,0.4586473828604241,0.025678419603072867,0.03412136586443359,0.059431045339638444,0.05745196101420066,0.07608684656821808,0.06617666604299219,0.5350238866164905,0.4649761133835095,0.31498451988880233,0.20545420334154532,0.2516197629120885,0.19105533049816414,OK
60,0.036863202867539774,0.02820090278882493,0.02341466830732549,0.006138803514776056,0.01820298245831841,0.0,0.6778497640110579,0.45945575997895266,0.025566290274691754,0.03375890745925589,0.059618855322323215,0.05756268424897635,0.07596526252461366,0.06598728951536306,0.5352649051530594,0.4647350948111636,0.31257068867586096,0.20636215551095563,0.25220800216207984,0.19020371788403853,OK
61,0.03651517232497629,0.027973763418852354,0.02284687327384269,0.006075858532888245,0.018086299305783957,0.0,0.6826896709697444,0.4577672963454371,0.025426961231131515,0.03339090997672954,0.05994244800413213,0.05750178794364254,0.07603442482873887,0.06567767208345941,0.5367507559626329,0.4632492436795962,0.31324017201723603,0.20754760069524397,0.25337596643729515,0.1889838960205092,OK
62,0.03674728479370529,0.028159184791684364,0.023475528232941106,0.006060274782264102,0.01802723984695783,0.0,0.6789890808217666,0.4582960163774181,0.02539960353546927,0.033183834623961316,0.0600261347545009,0.05780536159515238,0.07584674561581835,0.06590087595982712,0.5352226717918575,0.46477732781459447,0.3126961914073376,0.20498621461092353,0.25410727877505257,0.19199824376123434,OK
63,0.036031931325668044,0.02754008301085427,0.022803815346689713,0.006032244556405697,0.01792222076505959,0.0,0.6805471956801443,0.4585840197957578,0.0252370645022657,0.03272339710596801,0.06001362783246252,0.05761011471213842,0.0755062368692828,0.0652392716879318,0.5365724119962622,0.4634275883615088,0.3130774862733351,0.2070761655165511,0.2513299641721532,0.19014675457294392,OK
64,0.036582686689023786,0.02802521874904543,0.023412770234464274,0.006038028993369902,0.017816192730992924,0.0,0.6804613219518192,0.4580864343895059,0.025161820391163964,0.032532558171581676,0.06034384971978713,0.05795924865058204,0.07558688196708031,0.0654504597410649,0.5360853968619728,0.4639146036746837,0.31254244845311324,0.20623537208460102,0.25331417475642565,0.19131499199735588,OK
65,0.03680782009023471,0.02820115221221568,0.023534922782859416,0.006076265621196931,0.017691002285503753,0.0,0.6728085460139065,0.4615581037045098,0.02497457891774206,0.032084536167378185,0.05982030148641402,0.05798835193320197,0.07455562043036161,0.06531352818566782,0.5332573016150659,0.46674269867115087,0.3099000267729181,0.20477267262600765,0.25401942901501134,0.18984498354602977,OK
66,0.0361896746916001,0.02773462740664168,0.023057141923205873,0.005972079361374138,0.017725377416267257,0.0,0.6831662869539296,0.45798050427064746,0.024855610367809595,0.03169088262845488,0.06026918958036267,0.05758022097032182,0.07486535975930929,0.06444533957260139,0.5375870343516854,0.46241296582720004,0.31224477502192055,0.20509561128905412,0.25073259028674316,0.19049659992108683,OK
67,0.036349117553525684,0.027914464609006515,0.023312080688416816,0.005926965905234915,0.01764789475340481,0.0,0.6777362550149302,0.45973933301195236,0.02476374633690747,0.03138129559814,0.06028442274855108,0.05785288561095281,0.07452950772850596,0.06462337318606594,0.5356341731004497,0.46436582686377315,0.3113751630214941,0.20525195717918915,0.2544036497499476,0.1907237843662894,OK
68,0.036659545910243944,0.028158676248191357,0.02343067051037824,0.005981035822094614,0.01767669046478791,0.0,0.6791151890090676,0.45875690442745853,0.02475284644383557,0.03117172175622573,0.06059784361240672,0.05802457219734341,0.07469401676274863,0.0645624559779628,0.5365974056620558,0.46340259390861904,0.313715959851052,0.2067372967340365,0.2520917002089313,0.1904288442427514,OK
69,0.036849648537425075,0.02821372320544587,0.023385066187986376,0.006120408849543606,0.01770099452814134,0.0,0.6801153838920708,0.4582182438362117,0.024653677577052224,0.030856056934913525,0.060730068301524866,0.05808129414272051,0.07455748133584947,0.06441950004677527,0.5366267234552092,0.46337327629435104,0.3133012419846021,0.2061973420136115,0.2547096531001889,0.19310278033151204,OK
70,0.036291817620190896,0.027873234822228105,0.022821922001673753,0.005962651490154458,0.017373907432353654,0.0,0.6763758363128424,0.4600955143052132,0.024535764775731984,0.030447585868234393,0.060412506095501556,0.05815794612733828,0.07388993661229064,0.06431169921950418,0.5347923138061491,0.46520768651584476,0.3108882491185027,0.205977809413069,0.2520884281160737,0.18966619519232844,OK
71,0.03597686651284669,0.027564162824477326,0.023293324838988348,0.005909802065379605,0.017356915543658608,0.0,0.6792258345494036,0.458876099692387,0.02438848734009309,0.030088033198433763,0.0605207140527281,0.057800661070364,0.07364988818961461,0.06361161600820729,0.5366394688316038,0.46336053113261905,0.3134915164860786,0.20473532197104782,0.253441192907374,0.19046596744481256,OK
72,0.036825899607172106,0.02843124098686718,0.023267917439569623,0.005894656571764208,0.017321032383630114,0.0,0.6810082759963078,0.45763742730540247,0.024300751693341054,0.029827779438458428,0.06069770170038059,0.057928106203084945,0.07381478138491601,0.0636668838650024,0.5369974367973469,0.46300256316687594,0.3119478104960303,0.20611006483918623,0.2519526798792389,0.18836841337821064,OK
73,0.03600087376045329,0.027728243350271596,0.02309491233631861,0.005790093904171063,0.017304523650105118,0.0,0.6799061619290928,0.4585583104449017,0.02425408918781727,0.029509685618304263,0.060590568612388915,0.05793950727292183,0.0731919298187739,0.06342802838492795,0.5357704430568118,0.4642295569074111,0.310072975910726,0.20491520963868604,0.2524555002083154,0.1909051591358265,OK
74,0.03604259655452004,0.027783334182546277,0.02293776732110301,0.005794171602515524,0.017131402848192267,0.0,0.6800776540803738,0.4578850954806819,0.024186718482233468,0.02926430728460918,0.06079689426278295,0.05795914993709734,0.07313270730917909,0.06316710976349349,0.536738792995588,0.4632612073979601,0.31248536435853674,0.20704185048572155,0.2518792533073105,0.19012783115365212,OK
75,0.036479841663959435,0.028086843226207834,0.023114002232595222,0.005909852623589569,0.01717456956790919,0.0,0.6769727744332024,0.45969917429309215,0.024140485480767623,0.029071656240224123,0.061018991982843836,0.05818984365048242,0.07316060043146916,0.0632893462695566,0.5364154569384287,0.4635845426322461,0.3121384323394599,0.2073441766569165,0.2525478349763806,0.1891475187218776,OK
76,0.03651498336711673,0.028063682278021185,0.023268183915219565,0.0059534018766470385,0.017108083050809846,0.0,0.6811549742968858,0.4580569708046793,0.024046286271990132,0.02886804418877608,0.06114541874283931,0.058218139010209856,0.07297426552510633,0.06310147221456198,0.5364982959817723,0.46350170383934214,0.312173586683113,0.20676627299007105,0.2524744048714638,0.18963591079143774,OK
