image_name,time_s,CE,NMI,QNCIE,TE,EI,Qy,Qcb,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM,VIFF,NIQE,BRISQUE,MUSIQ
190002.jpg,9.383311405777931,0.6038196086883545,0.4984019644532001,0.8862826764920608,6.74427604675293,37.22018051147461,0.9209141126612629,0.42862564214231913,7.5904693603515625,3.572242134518138,13.094925880432129,3.439440965652466,55.23732376098633,0.7692477703094482,1.6488025188446045,0.9617221355438232,0.0410192534327507,13.870123863220215,0.6790207198711045,0.013360110283529703,0.383890837430954,0.48592743277549744,0.6000917699206696,3.669023724734186,15.21014404296875,51.48577880859375
190003.jpg,9.430197462439537,0.6288045048713684,0.47149133143251293,0.8848052933306948,6.95198917388916,48.4476203918457,0.9240654591304136,0.49424858511906233,7.640025615692139,3.440012783654298,15.281947135925293,4.510201930999756,57.6822509765625,0.7649526596069336,1.59661066532135,0.9509097933769226,0.037314120680093765,14.281268119812012,0.7125878782619777,0.013114607922847974,0.4126896262168884,0.4961732029914856,0.6103341499112355,3.447633588965002,19.25360107421875,54.98780822753906
190007.jpg,9.34407764673233,0.6745652556419373,0.4551934735632855,0.8735306275628598,6.903202533721924,44.91716766357422,0.8961521108773755,0.45852327208895666,7.616039752960205,3.3045408058032812,14.106976509094238,4.143925666809082,58.04015350341797,0.7021018266677856,1.6099964380264282,0.9187287092208862,0.05047319456934929,12.969392776489258,0.6906479696222421,0.015549476669785482,0.39610713720321655,0.46495774388313293,0.588817669061177,3.3499012726121555,17.73065185546875,57.809906005859375
190009.jpg,9.893661122769117,0.6228355765342712,0.48022273582896335,0.8716264623597293,6.805140495300293,50.92289352416992,0.9344531006066705,0.5126576464212927,7.580356597900391,3.45413019671658,16.662105560302734,4.759361743927002,58.445335388183594,0.7008939981460571,1.5868245363235474,1.0110797882080078,0.04259004443883896,13.706920623779297,0.7187699983313647,0.013173807118440978,0.42286616563796997,0.5011067986488342,0.6348945106368478,3.285682473083265,11.59295654296875,50.80633544921875
190011.jpg,10.221042312681675,0.6618091464042664,0.4526840279883866,0.8799853349286848,6.8829145431518555,47.147621154785156,0.8960399486084789,0.44371533040192274,7.631095886230469,3.285138734361343,15.40113639831543,4.403006076812744,56.298011779785156,0.7408576011657715,1.6282546520233154,0.932996392250061,0.04642075300216675,13.332878112792969,0.7183144471342161,0.010657633438650994,0.3875666558742523,0.47246605157852173,0.5951485941660706,3.589969644166429,13.20623779296875,54.73085403442383
190014.jpg,10.054018467664719,0.5897025465965271,0.4466730507559195,0.8863978493356244,7.022096157073975,64.2881088256836,0.943468153864216,0.5759062464936463,7.592700004577637,3.2640259953624486,20.576528549194336,6.071622371673584,59.64801788330078,0.7630420327186584,1.6078561544418335,1.0013282299041748,0.029920224100351334,15.240352630615234,0.7717696557549304,0.007404542918249599,0.44081634283065796,0.5118805766105652,0.6675736133993649,3.222961054290846,23.57537841796875,50.62765884399414
190015.jpg,11.203574001789093,0.5897336006164551,0.454193695898134,0.8837246500567107,6.861854553222656,77.28076171875,0.9472555546817372,0.6189812512400192,7.579061508178711,3.2794949341677473,24.331710815429688,7.26580810546875,62.778228759765625,0.7381708025932312,1.5912209749221802,0.9746666550636292,0.033519890159368515,14.74697494506836,0.7697902801373877,0.009413170752718686,0.45717549324035645,0.5133823156356812,0.6723689604575607,3.376593285171405,37.79168701171875,55.86845397949219
190023.jpg,11.186325792223215,0.6448984146118164,0.4726798522190981,0.8794463919994662,6.782374382019043,40.1151123046875,0.8818531476669969,0.4089813842240304,7.590712547302246,3.396943112645438,13.22394847869873,3.7126853466033936,54.840633392333984,0.7268131971359253,1.6277520656585693,0.9189788103103638,0.05116896703839302,12.909933090209961,0.6843017586539434,0.013616323402534436,0.3751225471496582,0.4667854309082031,0.5860992575185001,3.591473953604694,12.54364013671875,57.183414459228516
190025.jpg,7.638117749243975,0.6603227853775024,0.4360994720111266,0.876717512484594,6.988883018493652,44.9397087097168,0.8833607411746996,0.453223398510086,7.640827655792236,3.1900125318941956,13.965962409973145,4.157063961029053,57.06297302246094,0.7174842357635498,1.6393567323684692,0.8864758014678955,0.04884509742259979,13.111790657043457,0.7015169932282237,0.012225451365509695,0.3925211727619171,0.4593011736869812,0.5935780138245557,3.6199958367014253,16.09100341796875,58.624088287353516
190027.jpg,7.422911435365677,0.665461003780365,0.4450248764765307,0.8743753476395749,7.087326526641846,48.074378967285156,0.9008222260302219,0.4936732806712729,7.627682685852051,3.274280779231219,14.420600891113281,4.4674835205078125,56.13068389892578,0.7136052846908569,1.6210649013519287,0.962781548500061,0.04483168572187424,13.484149932861328,0.7219980160705939,0.0110099184157695,0.4111926555633545,0.47451695799827576,0.6204047936628675,3.414814227161309,14.92840576171875,57.89904022216797
