epoch,loss,loss_contrastive,loss_feature,loss_sim
1,0.02754372942926628,1.5675191705567497,0.02736926122701594,0.00031758627170038524
2,0.00789318671716111,1.5657363438606262,0.007482467750752611,0.0007901232797511121
3,0.0035040636753131235,1.5624938246182034,0.002735016588454268,0.001506844304801364
4,0.003075561241712421,1.5623706368037633,0.0022926688144382624,0.001534537446984489
5,0.003044156849583877,1.5623349268095834,0.0022388095395373445,0.0015794479305623098
6,0.0029147397630315806,1.5622942451068333,0.0021002940389527273,0.0015976455676302845
7,0.0028071339448381746,1.5620169019699097,0.001997827448150409,0.001587372651057584
8,0.0027266394968942873,1.5620533098493303,0.0019270400393621198,0.0015679578493083162
9,0.002514765264266836,1.561638250350952,0.0017476972410388823,0.0015029032876814848
10,0.0024479833774135582,1.561398434979575,0.0016823092789854854,0.001500120222501989
11,0.002385519853560254,1.5612531604085649,0.0016367292197953377,0.0014663561991515703
12,0.0022596394387073815,1.5609684893063136,0.0015240744096393299,0.0014399106926118422
13,0.0022022071934770793,1.5608615708351135,0.001478040403121018,0.0014171163509932479
14,0.0021410140446719845,1.5609535670280457,0.0014319018602171646,0.0013870053002860265
15,0.0021483530139084907,1.5610116270610264,0.001413065099373593,0.0014393556063129966
16,0.002111117068811187,1.5606583264895848,0.0013985781333342726,0.001393864710865143
17,0.002137923444554742,1.5611805496897015,0.0014038758908697802,0.0014368714916885698
18,0.0020845913908643914,1.5607310472215925,0.0013737373845651745,0.0013904933912479984
19,0.0021204779322891096,1.5607749455315727,0.0013846313686475956,0.0014404776238370687
20,0.002020863178019811,1.560493173599243,0.00132208781067415,0.0013663408764737791
21,0.0020599599375522564,1.5608812206132072,0.0013375327213933426,0.0014136368129402399
22,0.0020482413099879135,1.5605362592424665,0.0013414149569247716,0.001382441982277669
23,0.002076016036194882,1.5608109712600708,0.0013576029901326235,0.0014056098630784877
24,0.0019831858149596624,1.5607010895865303,0.0012862730752177802,0.001362611457339621
25,0.0020147285874866482,1.5606066145215716,0.0013137591757445728,0.0013707266929226794
26,0.0019466520890793098,1.560716485295977,0.0012636891489715449,0.001334711559216625
27,0.002019062099612451,1.560600792680468,0.0013168239993475643,0.001373264194033774
28,0.001979966083142374,1.5605578691618782,0.0012910617128779579,0.0013465975835320672
29,0.0020224672885212516,1.560717146056039,0.0013099322685905333,0.001393855689758701
30,0.0019886423693969845,1.5604593457494462,0.0012860563216963784,0.0013739629212068394
31,0.001937398757685774,1.5602912517956324,0.0012480178913600478,0.0013475559156254997
32,0.0019351747324357607,1.5605007805143083,0.0012475734421916837,0.001343992565775157
33,0.001987468202465347,1.5602819323539734,0.001283381020350914,0.001376968727064585
34,0.0019198987183959356,1.5605404908316476,0.0012329950940329583,0.0013425964510367652
35,0.001962291847781411,1.5606757858821323,0.0012668495692612072,0.001359671030492921
36,0.001936738994305155,1.5606650342260089,0.0012420352221566386,0.0013581942447594233
37,0.0019332277640101633,1.5606029094968523,0.0012444295045653624,0.001346384465162243
38,0.001922973504822169,1.560479016644614,0.0012353774205881305,0.001343982590063076
39,0.0019167840898236526,1.5604982130868095,0.0012269613705575466,0.001348435484188875
40,0.0019679284960563695,1.5604653702463422,0.0012560088642307424,0.0013926299561613372
41,0.0019456241085260575,1.5605427278791155,0.0012526132853236049,0.0013548107954141286
42,0.0019988699154263097,1.5605705884524754,0.0012888398402303989,0.0013888487425200375
43,0.0019604296332025634,1.5604457994869778,0.0012602741721119465,0.001369102013580102
44,0.0019165024261123369,1.560396147796086,0.0012259468807938642,0.0013499031645811295
45,0.0018758395942859352,1.5607606288364955,0.0011905084423986928,0.001339447080390528
46,0.0019195108150597661,1.5605307296344213,0.0012356307193736678,0.0013365495695532965
47,0.00197988247631916,1.5605688841002328,0.0012710175991690318,0.0013865183881716803
48,0.001891053265758923,1.5605984684399197,0.0012060682488039935,0.0013387580488675407
49,0.001942186730281849,1.5606419175011772,0.0012453671321106543,0.0013624263484130746
50,0.0019427104591990688,1.5606799847739083,0.0012418956975618909,0.0013704159070870706
